,Unnamed: 0,title,company,location,salary,summary
148,88,newDesktop Support Lead/Sr. Consultant,Zodiac Solutions,"San Francisco, CA",,Organize and file documentation pertaining to warranties and instructional guides for computer hardware.I am *Juned Ali* from *Zodiac Solutions*.
149,89,Site Educational Manager,Good Samaritan Family Resource Center of San...,"San Francisco, CA 94110 (Mission area)",,Co-lead the planning and delivery of a developmentally appropriate professional development trainings; provide onsite instructional and environmental support…
150,90,Lead Instructor / Software Engineer,Rithm School,"San Francisco, CA 94111 (Chinatown area)",,All instructional staff have two weeks of paid time off between cohorts.You will have regular opportunities to deepen your knowledge in engineering and…
151,91,Principal,Archbishop Riordan High School,"San Francisco, CA 94112 (Outer Mission area)",,"School Background: *Archbishop Riordan High School, an Archdiocesan Catholic High.School in the Marianist tradition, prepares young men and women for…"
152,92,UXDI Instructor Lead,General Assembly,"Remote in San Francisco, CA",,We are looking for instructors to lead this transformative experience through General Assembly's User Experience Design Immersive course.
153,93,newDesktop Support Lead/Sr. Consultant,Zodiac Solutions,"San Francisco, CA",,Organize and file documentation pertaining to warranties and instructional guides for computer hardware.I am *Juned Ali* from *Zodiac Solutions*.
154,94,Part-Time Associate Instructor (Math or English),SEO (Sponsors for Educational Opportunity),"San Francisco, CA",,Part-Time Associate Instructors are a part of the on-site instructional team but are not assigned to teach or lead specific classrooms.
155,95,Sales Representative,Newsela,"Remote in San Francisco, CA",,"You have demonstrated expertise in seamlessly navigating multiple stakeholders (district and school superintendents, instructional and curriculum directors, and…"
156,96,"Manager, Technical Writing",Cribl,"Remote in San Francisco, CA",,"Demonstrated ability to lead & grow teams, and to coach high-octane talent.Collaborate closely with engineers, product managers, sales engineers, tech leaders,…"
157,97,Product Design Manager,NoRedInk,"Remote in San Francisco, CA",,You'll oversee design work across multiple product areas and lead your team to craft high-quality experiences that improve the lives of students and educators.
158,98,Sales Enablement Lead - Coursera for Campus,Coursera,"Remote in San Francisco, CA",,"Welcome! The enablement team is responsible for ensuring that our enterprise team has the systems, training, messaging, skills and internal support that they…"
159,99,Global Head of Customer Education,data.ai,"Remote in San Francisco, CA",,"Tracking KPIs and driving success therein; leveraging data and analytics to develop, lead, and measure results adoption-related initiatives, programs, and…"
160,100,Classroom Counselor - San Francisco Public Schools,Seneca Family of Agencies,"San Francisco, CA 94110 (Bernal Heights area)",,"The Classroom Counselor provides instructional, therapeutic, and behavioral support to students in Seneca’s partnering charter and district schools."
161,101,"Lead Teacher, Lower School (K-4)",San Francisco Day School,"San Francisco, CA 94118 (Lone Mountain/USF area)+1 location",,Position Status/Time: Full-time/ August 2022.SF Day offers excellent benefits and a competitive salary.Bachelor’s degree in elementary education or related…
162,102,Associate Teachers for 2022-23,Schools Of The Sacred Heart - San Francisco,"San Francisco, CA 94115 (Pacific Heights area)",,"Requires experience using a wide range of instructional technology tools including iPads, laptops, and Google Apps.Regularly lifting or carrying 1-20 lbs."
163,103,newDigital Training Specialist,Goodwill Industries,"San Francisco, CA 94109 (Nob Hill area)",,Ability to lead and conduct training.Present information to participants in a clear and effective manner using a variety of teaching aids and instructional…
164,104,Summer Camp Site Director,"Kid Stock, Inc","San Francisco, CA",,Work as lead instructor; when applicable.*Learning Strategies* Selecting and using training/instructional methods and procedures appropriate for the situation…
165,105,Sales Coach & Trainer,Oyster HR,"Remote in San Francisco, CA",,"Regularly assessing BDR capability through partnering with team leads, shadowing, and business feedback.A coach with the ability to spend 40% of your time…"
166,106,Pathways Program Director (Embedded ESL Program),Oxford International,"San Francisco, CA 94103 (South of Market area)",,The Director will develop and lead the PATHWAY program for newly admitted international students.Work with academic departments to ensure appropriate…
167,107,Sr. Manager Global Education - KVD Beauty,"Kendo, a division of LVMH","San Francisco, CA 94105 (Financial District area)",,"Strong Project Management skill set with managing multiple workstreams simultaneously with great success; able to prioritize, lead and manage projects in a fast…"
168,108,Associate Librarian or Librarian (dependent on experience),Schools Of The Sacred Heart - San Francisco,"San Francisco, CA 94115 (Pacific Heights area)",,Organize and lead student book clubs.Requires demonstrated experience using a wide range of instructional technology tools.Paid holidays and sick days.
169,109,Lower School Teacher,Children's Day School,"San Francisco, CA",,"Co-leads and provides parent education opportunities, including Back to School Night, weekly classroom blogs, family conferences, and learning celebrations."
170,110,Girls' Sports Coach/Mentor (Elementary School),The Richmond Neighborhood Center,"San Francisco, CA",,"Each Girls Sports League Coach will lead three cycles of sports, network and plan field trips to HS level and professional sports events, and implement social…"
171,111,Technical Applications Engineer (Remote Positions Available),Fictiv,"Remote in San Francisco, CA",,"1+ years of customer-facing experience with proven ability to lead complex, consultative technical sales engagements.C. Budgetary considerations and targets."
172,112,Learning and Development Project Coordinator,The GLIDE Foundation,"San Francisco, CA",,The Learning and Development Project Coordinator will provide logistical and administrative coordination support for Learning and Development’s key programs and…
173,113,Middle School Math,San Francisco Day School,"San Francisco, CA 94118 (Lone Mountain/USF area)",,"Strong knowledge of course subject matter and instructional methodologies; ability to develop curricula, lesson plans, and assessment tools."
174,114,Summer Camp Leader (High School),Richmond District Neighborhood Center,"San Francisco, CA 94121 (Outer Richmond area)+1 location",,"*Minimum **one year** of experience* working directly with youth to lead activities.Employee Type: * Seasonal, 30 hours per week.Schedule: *5/31/22 - 7/15/22."
175,115,Freelance UX / UI Designer,Braintrust,"Remote in San Francisco, CA 94133+1 location",,"JOB TYPE: Freelance, Contract Position - No agencies (See notes below).ESTIMATED DURATION: 40Hrs/Week - Long Term, 6-month project."
176,116,"Director, North America Sales Enablement",Twilio,"Remote in San Francisco, CA 94105",,Certification in Adult Learning Theory or instructional.Ability to lead a virtual team across different cultures and geographies.
177,117,Fitness Instructor,Pure Barre,"San Francisco, CA 94123 (Marina area)",,The Lead Teacher is an exemplary Pure Barre Teacher who ensures that all instructional staff within the studio are abiding by brand standards.
178,118,Toddler Teacher,Meaningful Beginnings,"San Francisco, CA 94116 (West Portal area)",,Works closely with the lead teacher in a team-teaching atmosphere and shares pertinent.Ensures all childcare supplies are sufficient and reports any additional…
179,119,Physical Education Teacher for Lower and High School,FRENCH AMERICAN INTERNATIONAL SCHOOL,"San Francisco, CA 94102 (Hayes Valley area)+1 location",,"Teaches knowledge and skills in physical fitness, health education, and individual, dual, or team sports, utilizing the French Education Nationale curriculum…"
180,120,Sr. Manager Global Education - KVD Beauty,"Kendo, a division of LVMH","San Francisco, CA 94105 (Financial District area)",,"Strong Project Management skill set with managing multiple workstreams simultaneously with great success; able to prioritize, lead and manage projects in a fast…"
181,121,Product Design Manager,NoRedInk,"Remote in San Francisco, CA",,You'll oversee design work across multiple product areas and lead your team to craft high-quality experiences that improve the lives of students and educators.
182,122,Middle School Math,San Francisco Day School,"San Francisco, CA 94118 (Lone Mountain/USF area)",,"Strong knowledge of course subject matter and instructional methodologies; ability to develop curricula, lesson plans, and assessment tools."
183,123,Technical Applications Engineer (Remote Positions Available),Fictiv,"Remote in San Francisco, CA",,"1+ years of customer-facing experience with proven ability to lead complex, consultative technical sales engagements.C. Budgetary considerations and targets."
184,124,Learning and Development Project Coordinator,The GLIDE Foundation,"San Francisco, CA",,The Learning and Development Project Coordinator will provide logistical and administrative coordination support for Learning and Development’s key programs and…
185,125,Summer Camp Program Leader,Bay Area Community Resources,"San Francisco, CA 94116 (Parkside area)",,"Write lesson plans, use learning targets and instructional strategies.Are flexible in working with people and groups of differing viewpoints."
186,126,Middle School Teacher,Fr. Sauer Academy,"San Francisco, CA 94116 (Outer Sunset area)",,"Has strong instructional organization, proven classroom management skills, and willingness to engage with students who are new to a rigorous schedule."
187,127,Software Engineering Immersive Instructor,General Assembly,"Remote in San Francisco, CA",,Inspire and support students as they identify their passions and drive their own continued learning beyond the curriculum.
188,128,Summer Camp Program Assistant,Bay Area Community Resources,"San Francisco, CA 94116 (Parkside area)",,"Write lesson plans, use learning targets and instructional strategies.Program Assistants must be able to work with up to 20 youths during camp hours, Monday…"
189,129,newSummer Camp/Afterschool Teacher,Bay Area Community Resources,"San Francisco, CA 94122 (Outer Sunset area)+1 location",,"Write lesson plans, use learning targets and instructional strategies.Are flexible in working with people and groups of differing viewpoints."
190,130,"Senior Manager, Global Education, Fenty Skin","Kendo, a division of LVMH","San Francisco, CA 94105 (Financial District area)",,"Strong Project Management skill set with managing multiple workstreams simultaneously with great success; able to prioritize, lead and manage projects in a fast…"
191,131,Freelance UX / UI Designer,Braintrust,"Remote in San Francisco, CA 94133+1 location",,"JOB TYPE: Freelance, Contract Position - No agencies (See notes below).ESTIMATED DURATION: 40Hrs/Week - Long Term, 6-month project."
192,132,"Director, North America Sales Enablement",Twilio,"Remote in San Francisco, CA 94105",,Certification in Adult Learning Theory or instructional.Ability to lead a virtual team across different cultures and geographies.
193,133,Fitness Instructor,Pure Barre,"San Francisco, CA 94123 (Marina area)",,The Lead Teacher is an exemplary Pure Barre Teacher who ensures that all instructional staff within the studio are abiding by brand standards.
194,134,Toddler Teacher,Meaningful Beginnings,"San Francisco, CA 94116 (West Portal area)",,Works closely with the lead teacher in a team-teaching atmosphere and shares pertinent.Ensures all childcare supplies are sufficient and reports any additional…
195,135,Physical Education Teacher for Lower and High School,FRENCH AMERICAN INTERNATIONAL SCHOOL,"San Francisco, CA 94102 (Hayes Valley area)+1 location",,"Teaches knowledge and skills in physical fitness, health education, and individual, dual, or team sports, utilizing the French Education Nationale curriculum…"
196,136,Director of Go to Market Enablement and Strategy,Mode,"Remote in San Francisco, CA",,Solid knowledge of instructional design concepts and implementation.Demonstrated ability to lead cross-functional teams.You're aligned with Mode Values.
197,137,Summer Activity Leader (Elementary School),The Richmond Neighborhood Center,"San Francisco, CA 94121 (Outer Richmond area)+1 location",,"Must be willing to lead and participate in cheers, chants, and exciting games with youth.Employee Type*: Seasonal, Full time employment.30-40 hours per week."
198,138,newSummer Activity Leader (Elementary & Middle School),Real Options for City Kids (R.O.C.K.),"San Francisco, CA 94134 (McLaren Park area)",,"Co-develop, co-lead, and evaluate daily engaging summer classes of 20-25 elementary school students.Our programs span the entire year and take place during the…"
199,139,Grade 3 Lead Teacher,Schools Of The Sacred Heart - San Francisco,"San Francisco, CA 94115 (Pacific Heights area)",,"Requires demonstrated and direct experience using a wide range of instructional technology tools including iPads, laptops, and Google Apps."
200,140,"Senior Manager, Global Education, Fenty Skin","Kendo, a division of LVMH","San Francisco, CA 94105 (Financial District area)",,"Strong Project Management skill set with managing multiple workstreams simultaneously with great success; able to prioritize, lead and manage projects in a fast…"
201,141,Software Engineering Immersive Instructor,General Assembly,"Remote in San Francisco, CA",,Inspire and support students as they identify their passions and drive their own continued learning beyond the curriculum.
202,142,Middle School Teacher,Fr. Sauer Academy,"San Francisco, CA 94116 (Outer Sunset area)",,"Has strong instructional organization, proven classroom management skills, and willingness to engage with students who are new to a rigorous schedule."
203,143,newSummer Camp/Afterschool Teacher,Bay Area Community Resources,"San Francisco, CA 94122 (Outer Sunset area)+1 location",,"Write lesson plans, use learning targets and instructional strategies.Are flexible in working with people and groups of differing viewpoints."
204,144,Summer Camp Program Assistant,Bay Area Community Resources,"San Francisco, CA 94116 (Parkside area)",,"Write lesson plans, use learning targets and instructional strategies.Program Assistants must be able to work with up to 20 youths during camp hours, Monday…"
205,145,Summer Camp Program Leader,Bay Area Community Resources,"San Francisco, CA 94116 (Parkside area)",,"Write lesson plans, use learning targets and instructional strategies.Are flexible in working with people and groups of differing viewpoints."
