,Unnamed: 0,title,company,salary,summary,location
326,26,User Experience Designer,ZS,,"Good interpersonal skills, with the ability to listen to, and collaborate with, senior UX designers, researchers and project teams.","Evanston, IL 60201 (Downtown area)"
327,27,Product Consultant,Kin + Carta,,"Comfortable working closely with cross-functional development teams of engineers, designers, researchers, strategists, and Scrum Masters.","Chicago, IL"
328,28,Senior Product UX Researcher,DataRobot,,"Work collaboratively and partner with customer teams, product managers, designers and engineers to present customer findings.","Chicago, IL"
329,29,Senior UI Designer,Perkins+Will,,An unrelenting focus on user experience and delight.A data-driven approach fueled by curiosity and imagination.Strong understanding of HCI/Interaction design.,"Chicago, IL 60611 (Near North area)"
330,30,Sr. Business Consultant,Yash Technologies,,"In this track , you will also work with technology experts, from data scientists and researchers to software and app designers in delivering impact to the…","Chicago, IL"
331,31,"Power, Utilities & Renewables - Geographic Information Syste...",Deloitte,,"Our practitioners work collaboratively within integrated, cross-functional teams to deliver comprehensive strategies and implementation program that help our…","Chicago, IL 60606 (The Loop area)"
332,32,Arity Principal Content Designer (Home based worker),Allstate,,Experience mentoring other content or experience designers.Build a content tool chest for content designers to leverage.,"Remote in Northbrook, IL"
333,33,Product Owner,"Digital Diagnostics, Inc.",,"Strong collaboration with product managers, engineers, and designers to deliver high-quality product in a timely fashion.Highly organized and detail-oriented.","Remote in Chicago, IL"
334,34,User Experience Designer,Deloitte,,"As a User Experience Designer in Deloitte's Strategy & Analytics Hybrid Solutions & Incubation (HS&I) practice, you will play a critical role in designing the…","Chicago, IL 60606 (The Loop area)"
335,35,API designer,Capgemini,,Deliver API schemas that are easy to understand and use.Produce API design and technical implementation documents for innovative applications that will…,"Chicago, IL 60606 (West Loop Gate area)"
336,36,Associate Creative Director/Copy - Healthcare,Edelman,,"You’ll bounce them off your co-workers, laughing with planners, designers, art directors, strategists to create amazing and enduring work with the health and…","Hybrid remote in Chicago, IL"
337,37,Software Development Engineer (Frontend),4C Insights,,"You've worked directly with UX designers / product managers.The ideal candidate would have demonstrated skills in JS and React, familiarity with accessibility…","Remote in Chicago, IL 60601+1 location"
338,38,newCIAM Architect,UST Global,,"Interface with other teams designers and other parallel practices.We are transforming corporations through deep domain expertise, knowledge-based ML platforms,…","Deerfield, IL"
339,39,Business Strategist,IA Collaborative,,"They will share in our drive and aspiration to make an impact in the world through design while working collaboratively with designers, researchers, strategists…","Chicago, IL 60604 (The Loop area)"
340,40,Data Analyst,Weber Shandwick,,The Analytics Director will be part of the Analytics & Intelligence hub and will be tasked with implementing a number of innovative approaches to solving our…,"Chicago, IL"
341,41,newUX Product Designer,KBX,,"KBX Technology Solutions provides logistics solutions for its customers through innovative technology that help deliver actionable intelligence, eliminate waste…","Lisle, IL 60532"
342,42,"Sr. User Experience Designer, VP","JPMorgan Chase Bank, N.A.",,"5+ years of UX Design experience.Strong UX portfolio with elements of case study.Established Design process/skills/methods such as workshop facilitation,…","Chicago, IL"
343,43,"ECAD Librarian, Devices and Services",Google,,"This includes bringing together the best of Google’s artificial intelligence, software, and hardware to build global smartphones and create transformative…","Chicago, IL (West Town area)"
344,44,Senior Data Scientist,Cars.com,,"Develop state-of-the-art methodologies for research problems that have high business impact, including areas of statistical and causal inference, econometrics,…","Remote in Chicago, IL 60606"
345,45,S&T Laboratory Planner,CannonDesign,,"Provide guidance and advice to other designers and project leaders.Translate planning concepts into comprehensible terms for clients, designers and project…","Chicago, IL"
346,46,Product Manager-Fraud Solutions Platform,Amex,,Conducting research and competitive intelligence to identify and capitalize on market opportunities.This individual will be responsible for product management…,"Itasca, IL"
347,47,Equipment Specialist,"Patterson Companies, Inc.",,"Actively seeks information regarding Patterson products and services, competitive intelligence and industry information.","Chicago, IL"
348,48,Global Brand Manager (remote),Tenneco Inc.,,"The Global Brand Manager must be adept at leading in a matrixed cross-functional environment by leveraging data, benchmarks and best-practices to influence key…","Remote in Chicago, IL"
349,49,DevOps Engineer,Deloitte,,"You will maintain an internal cloud hosting environment for containerized Python microservices, multiple databases, high-throughput simulation outputs, and…","Chicago, IL 60606 (The Loop area)"
350,50,Community Manager,Common,,Self-starter that's comfortable operating in an ambiguous environment and able to make smart decisions quickly using both data and strong emotional intelligence…,"Chicago, IL"
351,51,Senior User Interface Designer,ZS,,Teach and mentor junior designers about UI design for various client platforms and their technological limitations that impact the presentation layer.,"Evanston, IL 60201 (Downtown area)"
352,52,Circular Economy Strategist,Rheaply,,"Comfort working across internal teams (developers, designers, solutions managers, etc.).Reporting directly to the Director of Ecosystem Growth, the Circular…","Remote in Chicago, IL"
353,53,UX Designer,Guggenheim Partners,,"Previous experience working with web design technologies and business intelligence platforms.As a UX Designer you will advocate for what users want, need and…","Chicago, IL 60606 (The Loop area)"
354,54,"Data Engineer, Business Intelligence",HNI Corporation,,"Ingest data into our enterprise cloud data lake and data warehousing platform, supporting the needs of business intelligence, data science and advanced…","Chicago, IL 60606 (Loop area)"
355,55,Automation Software Engineer-Location Open,Deloitte,,"Together with the Strategy practice, our Strategy & Analytics portfolio helps clients transform their business by architecting organizational intelligence…","Chicago, IL 60606 (The Loop area)"
356,56,Data Warehouse/ETL Solution Architect - Location Open,Deloitte,,Must be able to maintain an Enterprise Data Warehouse (EDW) in support of business intelligence analytics.Developing inbound and outbound interfaces between…,"Chicago, IL 60606 (The Loop area)"
357,57,Communications Coordinator,Argonne National Laboratory,,"Transformative science topics include artificial intelligence, supercomputing, exascale computing, self-driving laboratories, high-resolution climate modeling…","Lemont, IL 60439"
358,58,Business Advisor - Health Services,Accenture,,"You will deliver breakthrough business outcomes for clients—by harnessing talent, data and intelligence to revolutionize their operating models.","Chicago, IL"
359,59,Data Warehousing/ETL Consultant - Location Open,Deloitte,,Must be able to maintain an Enterprise Data Warehouse (EDW) in support of business intelligence analytics.Developing inbound and outbound interfaces between…,"Chicago, IL 60606 (The Loop area)"
360,60,Staff/Senior Product Designer,Salesforce,,"As part of our highly collaborative team of cross-functional designers, researchers, and engineers, you'll help shape the Salesforce customer experience with a…","Chicago, IL 60654 (River North area)"
361,61,UX Lead,Level Studios,,"Experience working in a highly collaborative environment with strategists, graphic designers and web developers.We are looking for a UX Lead.","Chicago, IL 60601 (The Loop area)"
362,62,"Global Learning Experience Design Manager, Partner Enablemen...",Salesforce,,"This role support our sales goals with partners around CRM Analytics, Einstein Discovery, and Revenue Intelligence by designing and launching sales, solution…","Chicago, IL 60654 (River North area)"
363,63,Circular Economy Strategist,Rheaply,,"At Rheaply, we strive to cultivate a culture of intelligence with humility.Comfort working across internal teams (developers, designers, solutions managers,…","Remote in Chicago, IL"
364,64,Offer & Business Operations Manager (Remote),Motorola Solutions,,"Gather, evaluate and distribute intelligence on products, market conditions, competitors and customers for business decision-making.","Remote in Chicago, IL"
365,65,XA User Experience Architect,Accenture,,"We are Industry X: We embed innovation, intelligence and sustainability in the way the world makes things and the things it makes.A DAY IN THE LIFE.","Chicago, IL"
366,66,Senior User Interface Designer,ZS,,Teach and mentor junior designers about UI design for various client platforms and their technological limitations that impact the presentation layer.,"Evanston, IL 60201 (Downtown area)"
367,67,Content Strategist III,Expedia Group,,"You’re a blend of people leader, storyteller, UX writer, and content designer.We're redefining our traveler and agent experiences with state-of-the-art…","Chicago, IL"
368,68,Market Research Senior Associate,J.D. Power,,"Power has been delivering incisive industry intelligence on customer interactions with brands and products for more than 50 years.Power, we never stand still.","Remote in Chicago, IL"
369,69,Senior Big Data Designer,IRI,,10+ years Business intelligence industry experience.This is an end-to-end business intelligence solution that involves highly complex data transformations…,"Chicago, IL"
370,70,Local Search SEO Strategist,Humana,,"Gather and analyze competitor intelligence.Communicate local SEO strategies and goals and collaborate with internal teams, including designers, content…","Chicago, IL 60654 (Loop area)"
371,71,Senior Product UX Researcher,DataRobot,,"Work collaboratively and partner with customer teams, product managers, designers and engineers to present customer findings.What we want you to do:","Chicago, IL"
372,72,Product Manager-Fraud Solutions Platform,Amex,,"Conducting research and competitive intelligence to identify and capitalize on market opportunities.Community. When Accertify formed in 2007, we brought…","Itasca, IL"
373,73,API designer,Capgemini,,Deliver API schemas that are easy to understand and use.Produce API design and technical implementation documents for innovative applications that will…,"Chicago, IL 60606 (West Loop Gate area)"
374,74,Senior Data Scientist,Cars.com,,"The team aims to build explainable algorithmic systems that help us solve business problems, create new opportunities and democratize intelligence for everyone…","Remote in Chicago, IL 60606"
375,75,newPrincipal-Software Engineer,AT&T,,Knowledge of enterprise security/threat intelligence/threat detection.Work with UX engineers and graphics designers to create and implement web user interface…,"Chicago, IL"
376,76,"Sr. User Experience Designer, VP","JPMorgan Chase Bank, N.A.",,"5+ years of UX Design experience.Strong UX portfolio with elements of case study.Established Design process/skills/methods such as workshop facilitation,…","Chicago, IL"
377,77,Offer & Business Operations Manager (Remote),Motorola Solutions,,"Gather, evaluate and distribute intelligence on products, market conditions, competitors and customers for business decision-making.","Remote in Chicago, IL"
378,78,Product Manager-Fraud Solutions Platform,Amex,,Conducting research and competitive intelligence to identify and capitalize on market opportunities.This individual will be responsible for product management…,"Itasca, IL"
379,79,User Experience Lead,ZS,,"Excellent interpersonal skills, with the ability to listen to and build rapport with study participants, designers, project teams and executives.","Evanston, IL 60201 (Downtown area)"
380,80,"Manager, Data & Analytics Strategic Initiatives",BMO Harris Bank,,"Partners with designers, data engineers, data scientists and agile development teams to define and deliver products with a focus on user experience.","Chicago, IL (The Loop area)"
381,81,Senior User Experience Researcher,Salesforce,,"By adding intelligence to automation, this combination offers the horsepower and flexibility to automate the toughest processes – including undocumented…","Chicago, IL 60654 (River North area)"
382,82,Senior Product Designer,CVS Health,,5+ years of experience crafting experiences for complex consumer-facing products or business intelligence tools.Solid understanding of WCAG best practices.,"Northbrook, IL 60062"
383,83,"Sr. Manager, Insights - Customer Success Operations",Salesforce,,3-yrs experience as a Tableau designer.Oversee the prioritization and delivery of business intelligence solutions to meet the demands of the Customer Success…,"Chicago, IL 60654 (River North area)"
384,84,Content Strategist III,Expedia Group,,"As part of our team, you'll partner across disciplines (UX and LX Designers, Product Managers, Engineering, and others) to co-create simple, intuitive, useful,…","Chicago, IL"
385,85,Market Research Senior Associate,J.D. Power,,Power has been delivering incisive industry intelligence on customer interactions with brands and products for more than 50 years.,"Remote in Chicago, IL"
386,86,Data Analytics Analyst - MIQ,Smithfield Foods,,"As a Data Analyst in the Finance Data Analytics department, you will be responsible for maintaining, improving, and building new reporting capabilities for…","Remote in Lisle, IL 60532"
387,87,Midwest Customer Experience & Service Transformation Strateg...,Accenture,,Artificial intelligence and front-end digital platforms.Have hands on experience with artificial intelligence and conversational design.,"Chicago, IL"
388,88,"Senior Data Engineer, Business Intelligence",HNI Corporation,,"Develop an enterprise cloud data lake, data warehousing platform supporting the needs of business intelligence, data science and advance analytics projects.","Chicago, IL 60606 (Loop area)"
389,89,Engineer I,StoneX Group Inc. US,,Experience working with UX/UI designers and working with wire-frames/prototypes and iterating through to high-def/production ready UI.,"Chicago, IL"
390,90,"newSenior Manager, Data & Analytics Strategic Initiatives",BMO Harris Bank,,"Develop strategy and implement changes in response to shifting trends, latest technologies and competitive intelligence.Influence skills - In-depth / Expert.","Chicago, IL (The Loop area)"
391,91,"Sr. Engineering Manager, Analytics",Clari,,"Work closely with Product Managers and designers to shape the roadmap, design, and direction of Analytic features as a true co-owner.","Remote in Chicago, IL"
392,92,Product Management Senior Consultant,Deloitte,,"You'll work with teams of advisors, engineers, analysts and UX designers to build technology and define service offerings.","Chicago, IL 60606 (The Loop area)"
393,93,MES Consultant Senior Analyst,Accenture,,"Assist the senior designer in Design/Author/Develop/Configure of Electronic Batch Records (EBR).Assist the senior designer in the design, development,…","Chicago, IL"
394,94,Senior Power BI Developer,Basis Technologies,,"The Senior BI Developer will be responsible for developing, supporting, and implementing business intelligence solutions.","Hybrid remote in Chicago, IL+1 location"
395,95,Lead Software Engineer,Cognizant Technology Solutions,,"Excellent communication skills, leadership competencies, and high level of emotional intelligence.You will work side by side with product managers, designers,…","Remote in Chicago, IL 60601"
396,96,"Lead UX Designer, VP","JPMorgan Chase Bank, N.A.",,"Research, design, prototype user-centric designs with rapid testing and iteration.Support Software Engineers and Product teams to evolve designs during…","Chicago, IL"
397,97,"Global Learning Experience Design Manager, Partner Enablemen...",Salesforce,,"This role support our sales goals with partners around CRM Analytics, Einstein Discovery, and Revenue Intelligence by designing and launching sales, solution…","Chicago, IL 60654 (River North area)"
398,98,Oracle Services - Utilities BI Architect - Senior Consultant,EY,,"As a performance improvement professional, you’ll be focused on helping them grow and turn their strategy into reality.To qualify for the role, you must have.","Chicago, IL 60607 (Near West Side area)"
399,99,Application Architect Manager,Deloitte,,Our work is critical to support leadership strategic decision-making and enable excellent client service and growth of our Audit and Assurance practice.,"Chicago, IL 60606 (The Loop area)+3 locations"
400,100,Product Management Manager,Deloitte,,"You'll work with teams of advisors, engineers, analysts and UX designers to build technology and define service offerings.","Chicago, IL 60606 (The Loop area)"
401,101,Senior UI Designer,NielsenIQ,,Experience with business intelligence tools and data visualization.You're proud to be a nerdy analyst designer - Your portfolio shows that you know how to…,"Chicago, IL"
402,102,Staff/Senior Product Designer,Salesforce,,"As part of our highly collaborative team of cross-functional designers, researchers, and engineers, you'll help shape the Salesforce customer experience with a…","Chicago, IL 60654 (River North area)"
403,103,Digital Products - Product Manager,PRICE WATERHOUSE COOPERS,,"Managing/coaching small multidisciplinary product teams and collaborating with designers, business users, and developers to innovate and drive product…","Remote in Chicago, IL+3 locations"
404,104,Software Development Engineer (Fullstack),4C Insights,,"Work with other engineers, product mangers, designers and leadership to turn our vision into a concrete roadmap every quarter.","Remote in Chicago, IL 60601"
405,105,Principal Software Architect,Bain & Company,,"The team supports practices, case teams, and clients through product delivery models including best-in-class partnerships with leading SaaS vendors, product…","Chicago, IL"
406,106,Senior UI Designer,NielsenIQ,,Experience with business intelligence tools and data visualization.You're proud to be a nerdy analyst designer - Your portfolio shows that you know how to…,"Chicago, IL"
407,107,Product Management Manager,Deloitte,,"You'll work with teams of advisors, engineers, analysts and UX designers to build technology and define service offerings.","Chicago, IL 60606 (The Loop area)"
408,108,"Insight-Led Strategy Manager, Marketing & Advertising",Deloitte,,Experience analyzing CX data and working with CX platforms to fuel business intelligence; attrition propensity modeling is a plus.Open to travel as needed.,"Chicago, IL 60606 (The Loop area)+2 locations"
409,109,Engineer I,StoneX Group Inc. US,,Experience working with UX/UI designers and working with wire-frames/prototypes and iterating through to high-def/production ready UI.,"Chicago, IL"
410,110,newSenior Product Owner,Ryder System,,"Ability to partner with data colleagues to identify the role that data, cloud, and intelligence play in the digital product, defining tactical opportunities to…","Chicago, IL 60684 (Near West Side area)+1 location"
411,111,Development Architect - Mobile Experience & Engineering,SAP,,"Work closely with product management, UX designers, and customers to holistically understand business and user requirements, and continuously improve own…","Remote in Downers Grove, IL 60515"
412,112,"Power, Utilities & Renewables - Geographic Information Syste...",Deloitte,,"Our practitioners work collaboratively within integrated, cross-functional teams to deliver comprehensive strategies and implementation program that help our…","Chicago, IL 60606 (The Loop area)+1 location"
413,113,Midwest Customer Experience & Service Transformation Strateg...,Accenture,,Artificial intelligence and front-end digital platforms.Have hands on experience with artificial intelligence and conversational design.,"Chicago, IL"
414,114,"Manager, Technical SEO",GSI,,"Work with UX/UI designers, web developers and client marketing teams to ensure all site updates and designs align with SEO best practices.","Chicago, IL 60607 (Near West Side area)"
415,115,"Senior Software Engineer, Application Development",Deloitte,,"Collaborate with UX/UI designers to implement design into the code.Eager to work with fellow developers, user experience designers, and product owners.","Chicago, IL 60606 (The Loop area)"
416,116,"Product Manager, Digital Marketing",Equity Residential,,"Conduct product user research and usability analyses , collaborating with designers, developers from end to end of the process.","Chicago, IL 60606 (West Loop Gate area)"
417,117,"Manager, Application Architecture - DAS Business Performance",Deloitte,,"Must have an experience in business intelligence platforms like PowerBI / Tableau.Collaborate deeply and broadly with our clients, stakeholders, Product…","Chicago, IL 60606 (The Loop area)"
418,118,Business Development Manager-Chicago,Allsteel Inc.,,Provides intelligence on competition and recommend Allsteel product and services to provide competitive advantage.Strong analytical and problem-solving skills.,"Chicago, IL 60606 (Loop area)"
419,119,Visual Designer Lead,NielsenIQ,,Experience with business intelligence tools and data visualization.You're proud to be a nerdy analyst designer - Your portfolio shows that you know how to…,"Chicago, IL"
420,120,"Senior Manager, Pyxis Marketing",Bain & Company,,"With a results-driven approach, you will split your time between ABM initiatives aimed at key target accounts, brand awareness campaigns and internal activation…","Chicago, IL"
421,121,Director - Payment Product Management,Aramark,,"Collaborates with and influences senior leaders, digital or technology product managers, developers, vendors, designers and other stakeholders to ensure…","Remote in Chicago, IL 60290"
422,122,Program Manager Client Operations,Assurant,,"Also, this role will also serve as the primary interface for Assurant’s cross-functional team of product managers, software engineers, designers, and QA…","Chicago, IL 60290"
423,123,Data Warehousing/ETL Solution Specialist,Deloitte,,Must be able to maintain an Enterprise Data Warehouse (EDW) in support of business intelligence analytics.Developing inbound and outbound interfaces between…,"Chicago, IL 60606 (The Loop area)"
424,124,Senior User Experience Designer,ZS,,"Good interpersonal skills, with the ability to listen to, and collaborate with, senior UX designers, researchers and project teams.","Evanston, IL 60201 (Downtown area)"
425,125,Azure Cloud Architect- Senior Manager,PRICE WATERHOUSE COOPERS,,Collaborating with analysts and designers in the development and establishment of new cloud programs and applications;,"Remote in Chicago, IL"
426,126,Senior Power BI Developer,"KeHE Distributors, LLC",,Convert business requirements into actionable technical requirements which can be executed using business intelligence tools and determine timeline to…,"Naperville, IL 60563"
427,127,Lead UX Designer,NielsenIQ,,Experience with business intelligence tools and data visualization is an advantage.You're proud to be a nerdy analyst designer - Your portfolio shows that you…,"Chicago, IL"
428,128,Arity-AdTech Sr Product Manager (Remote - Home Based Worker),Allstate,,"At Arity, achieving our goals requires a product manager eager to work in the trenches with the development team to solve tough problems and produce great…","Remote in Northbrook, IL+1 location"
429,129,Sr Technical Product Manager - SEM (Remote Optional),Basis Technologies,,"Data & Intelligence: This team builds on Basis Technologies' long history of leveraging business intelligence internally, while helping build similar…","Remote in Chicago, IL+1 location"
430,130,Digital Products - Associate Product Manager,PRICE WATERHOUSE COOPERS,,"Actively contributing on multidisciplinary product teams and collaborating with designers, business users, and developers to innovate and drive product…","Remote in Chicago, IL+2 locations"
431,131,Manager - Search,GSI,,"Work with UX/UI designers, web developers and client marketing teams to ensure all site updates and designs align with SEO best practices.","Chicago, IL 60607 (Near West Side area)"
432,132,Business Development Manager-Chicago,HNI Corporation,,Provides intelligence on competition and recommend Allsteel product and services to provide competitive advantage.Strong analytical and problem-solving skills.,"Chicago, IL"
433,133,CI&E Product Manager - Manager,PRICE WATERHOUSE COOPERS,,"Collaborating with small multidisciplinary product teams and collaborating with designers, business users and developers to innovate and drive product…","Remote in Chicago, IL+1 location"
434,134,Mold Designer,Drift Net Securities,,"You must have 3-5 years of injection mold design experience.Know how to read, write and edit G-Code.Know how to polish molds by hand and with machines.","Chicago, IL 60602 (The Loop area)"
435,135,newUX Designer - Analytics,Hallcon,,"Our ideal candidate is an impactful data storyteller, with strong proficiency in creating prototypes and wire frames for business intelligence (BI) dashboards,…","Chicago, IL 60603 (The Loop area)"
436,136,newProposal Manager,DLR Group,,"Inspire a multi-disciplinary pursuit team (designers, project managers, client leaders, and creative services) to leverage business development intelligence,…","Remote in Chicago, IL 60606"
437,137,newGraphic Designer,The Resurrection Project,,"Personal qualities of strong work ethic, emotional intelligence, and diligence.The Resurrection Project’s mission is to build trusting relationships to educate…","Chicago, IL 60608 (Heart of Chicago area)"
438,138,newProduct Design Associate,Corvus Insurance,,Corvus Insurance uses novel data and artificial intelligence/machine learning to achieve better insights into commercial insurance risk.,"Chicago, IL"
439,139,Business Intelligence Engineer,Recruiting From Scratch,,"As a business intelligence engineer you will help design, source and build foundational data sets to power deep product analytics, experimentation, and business…","Remote in Chicago, IL 60601+2 locations"
440,140,Frontend Software Engineer - Hiring Insights - Enterprise,Indeed,,This will include re-platforming the user experience; building interactive data visualizations; and implementing customer-facing webapp features.,"Chicago, IL"
441,141,newUX Designer,Measured,,"The Measured Intelligence Suite is easy to use, enterprise-grade software that delivers automated incrementality experiments for every marketing channel and…","Remote in Chicago, IL 60607"
442,142,Finance Analyst (Development),McDonald's Corporation,,Financial analyst and/or business intelligence experienice preferred.Sample future items in our Test Kitchen.,"Temporarily Remote in Chicago, IL 60607"
443,143,Content Writer (contract),NinjaHoldings,,Utilize competitive marketing research and product intelligence to understand the competitive landscape.NinjaHoldings is seeking an experienced copywriter to…,"Chicago, IL"
444,144,Regional Sales Manager (Lighting),Leviton Manufacturing,,"Leveraging key relationships through architects, engineers, lighting designers, agents, distributors, and contractors are critical to secure the pull through…","Remote in Chicago, IL"
445,145,Client Services Account Manager,Holly Hunt,,"HOLLY HUNT’S “to the trade” customers are interior designers and architects.HOLLY HUNT is a sales and service organization, as well as designer and maker of…","Chicago, IL"
446,146,Senior UX Researcher (Remote),Nitro,,"Collaborate with data-scientists, product managers, designers, customer success managers, and marketers to triangulate data and uncover user experience insights…","Remote in Chicago, IL"
447,147,UI Designer (Affluent),Impact,,"Our combined suite of products covers the full life partnership lifecycle including onboarding, tracking ads and paying partners, recruiting for new partners,…","Remote in Chicago, IL"
448,148,UX Senior Designer,Motus,,"Manage, and direct both internal and external product designers and vendors to ensure the quality and fit of the solution.","Chicago, IL"
449,149,Software Engineer,Corvus Insurance,,Corvus Insurance uses novel data and artificial intelligence/machine learning to achieve better insights into commercial insurance risk.,"Chicago, IL"
450,0,newSr. Brand Designer,Canoo Technologies Inc.,,"Collaborate with art directors, designers, marketing, content and other professionals to create brand elements.5-10 years of experience in related industry.",
451,1,"Associate, Communications Design",IPG Mediabrands,,"Help compile POV reports and intelligence on current best practice planning approaches and outcomes for client, brand, and category.",
452,2,Motion Graphic Designer,Dow Jones,,Job Summary: Develop digital creative assets for video and social media as part of Investor’s Business Daily’s creative team.Knowledge of Figma or Sketch.,
453,3,Senior Visualization Designer,Canoo Technologies Inc.,,The Senior Visualization Designer must have deep knowledge and passion to create dramatic and realistic visual automotive 3D still renders at an exceptional…,
454,4,newData Visualization Designer,"Rincon Consultants, Inc",,"Serve as a business intelligence point of contact for operational departments colleagues (Marketing, Accounting, and Graphics).Volunteer Pay for a Day.",
455,5,Business Intelligence Analyst,NEXT Trucking,,5+ years of experience in building analytics solutions to provide business intelligence.Mentor other business intelligence experts as needed on best practices…,
456,6,Brand Designer,Sidecar Health,,"Apply intelligence, wit and heart to make complex services and value propositions understandable, relatable & deeply relevant.",
457,7,newSmart Factory Experience Design and Delivery Consultant Nati...,Deloitte,,"For the purposes of the Deloitte Smart Factory experience, technologies may include robotics, analytics, and artificial intelligence, user interface design,…",
458,8,Vehicle Prototype Technician,Canoo Technologies Inc.,,The vehicle prototype technician performs critical duties of hands on work to make and keep our vehicles fit for purpose.Must have a valid driver’s license.,
459,9,Senior Graphic Designer - CA or WA based,RUN Studios,,"RUN Studios and its client partner, a large online retailer headquartered in Seattle, are seeking an enthusiastic Sr.",
460,10,Vehicle Support Design Transportation,Canoo Technologies Inc.,,"The primary responsibility of this role is to transport Design properties to and from HQ Torrance, CA.Reporting to the Technical Platform Manager, the person…",
461,11,Instructional Designer,Ontra,,"They will have freedom to craft systems from the ground up and achieve high impact results.Combining people skills with technical business acumen, the right…",
462,12,Data Analyst,Altair Engineering,,"Ability to translate data of varying complexity into compelling stories/reports (PowerPoint) and present findings to engineers, designers, analysts, and…",
463,13,"Conversational Artificial Designer, Senior Consultant - Appl...",Deloitte,,"As a rigorous language-first UX designer with a creative flair for content and expertise in conversational AI technologies, you'll:",
464,14,Vehicle Workshop Technician,Canoo Technologies Inc.,,"The Workshop Technician is responsible for the inspection, repair, and service of our test vehicles.Configure, set-up, and maintain test vehicle fleet for safe…",
465,15,Designer Sourcer,Blizzard Entertainment,,"Drive sourcing strategy, identify market trends, procure competitive intelligence, and partner with team members in the execution of these critical components.",
466,16,Vehicle Program Manager - Skateboard,Canoo Technologies Inc.,,"The Vehicle Program Manager will be working closely with the Program Management Office and the Vehicle Program Director to help lead, define, track, and report…",
467,17,Design Producer (NYC or LA),Nike,,"Lead with a good sense of intuition and emotional intelligence to create a culture of collaboration.Collaborate with designers, product managers, engineers,…",
468,18,new2022 Graduates - Career Development Program,Jerry,,"Using artificial intelligence, machine learning and bots, Jerry eliminates the need for long forms and phone calls while providing personalized services for all…",
469,19,Prototype Technician Supervisor,Canoo Technologies Inc.,,The vehicle prototype technician supervisor leads the team performing critical duties of hands on work to make and keep our vehicles fit for purpose.,
470,20,newSales Associate,Moderno Porcelain Works,,"Persistent, but with a high level of emotional intelligence.Our Sales Associates prospect new residential and commercial business in the area by engaging home…",
471,21,Digital Modeler,Canoo Technologies Inc.,,The digital modeler bridges the gap between styling and engineering by bringing conceptual designs into reality through high fidelity digital surface models.,
472,22,User Experience Designer,Deloitte,,"As a User Experience Designer in Deloitte's Strategy & Analytics Hybrid Solutions & Incubation (HS&I) practice, you will play a critical role in designing the…",
473,23,newS&T Laboratory Planner,CannonDesign,,"Provide guidance and advice to other designers and project leaders.Translate planning concepts into comprehensible terms for clients, designers and project…",
474,24,Senior Digital Product Designer,Canoo Technologies Inc.,,"The primary responsibility of this role is to identify, strategize and design opportunities for the consumer as well as for the businesses in the space.",
475,25,"SDE - IMDbPro, IMDbPro - Membership Intelligence","IMDb.com, Inc.",,"Collaborate with engineers, product management, and UX designer.You will collaborate with fellow engineers, product & program management, marketing, and UX…",
476,26,Customer Success Management Consultant,Accenture,,"Artificial intelligence and front-end digital platforms.Have hands on experience with artificial intelligence, machine learning and conversational design.",
477,27,Design Technician,Canoo Technologies Inc.,,"The primary responsibility of this role is to maintain and build concept and prototype vehicles.Reporting to the Technical Platform Manager, the person in this…",
478,28,Lead Trim Technician,Canoo Technologies Inc.,,Canoo Design Department is looking for a passionate and highly-motivated trim and upholstery specialist.The primary responsibility of this role is to help…,
479,29,UX-UI Designer,NortonLifeLock,,"Work tightly with other designers, Dev leads, and Product Managers to ensure requirements and UI asset production timetables are met while ensuring exclusive UX…",
480,30,"Senior Manager, Social Strategy",Keurig Dr Pepper,,"Work with creative teams, designers, and producers to develop highly engaging, cutting-edge campaigns and content that get talked about and shared.",
481,31,"Sr. Manager, Communications & Content",Deep 6 AI,,A good design aesthetic and ability to work with designers.We are hiring a uniquely talented leader of communications and content to build and maintain…,
482,32,Paint and Surface Technician,Canoo Technologies Inc.,,Canoo Design Department is looking for a passionate and highly-motivated Surfacing technician.The primary responsibility of this role is to help bring designs…,
483,33,newSenior UI/UX Designer (Supplyframe China),Supplyframe,,"As an Senior UI/UX Designer,you will be responsible for the design of ‘eefocus.com’ and lead the designer team to support the operation of the website.",
484,34,Senior User Experience Designer - Remote,Medtronic,,"As Senior User Experience Designer in the Customer Centered Design team, you are passionate about human-centered design and have a deep understanding of the…",
485,35,Power Electronics Program Manager,Canoo Technologies Inc.,,The Power Electronics Program Manager will effectively organize and execute the various high voltage electronic control modules to support meeting company…,
486,36,Senior Communications Designer,IPG Mediabrands,,"In this role, you produce and analyze consumer, brand and marketing intelligence for the communications plan development.",
487,37,Design Fabrication Project Manager,Canoo Technologies Inc.,,Canoo Design Department is looking for a passionate and highly-motivated Project Manager.The primary responsibility of this role is to Assist the Design – In…,
488,38,"Strategic Partnerships Manager, Brand Manager",Skechers,,"Work independently to design and lead research projects related to market trends, consumer profiles, and competitive intelligence.",
489,39,Drive Unit Test Engineer,Canoo Technologies Inc.,,"The Drive Unit Test Engineer is responsible for the development and execution of tests for design validation in the areas of Motor, Inverter, Drive Unit, Power…",
490,40,"Director of Growth Operations, International Markets",Snapchat,,"Working from our Los Angeles HQ, you will help define and manage our strategic growth initiatives into new markets and audiences in coordination with our entire…",
