,Unnamed: 0,title,company,location,salary,summary
424,124,Platform Product Manager - Ancient Books Digital Platform/Hu...,Byte Dance,北京市,,"byte beating, design an ancient... researchers 2. To undertake part... product design work..."
425,125,Principal Software Engineering Manager,Microsoft Corporation,北京市,,"work with Researcher and PM to design, develop, and deliver... proposals, design, implementation..."
426,126,Market Evangelist,Adjust,北京市,,"Sales and Marketing functions Design & execution of programs... Avid researcher, succinct writer..."
427,127,Principal Research Engineer in Recommendation System 资深推荐算法工...,Disney+ Hotstar,北京市,,"principal researcher... applications... senior researcher, you’ll be responsible..."
428,128,Senior Robotics Researcher/Engineer (Beijing),Baidu USA,北京市,,"applications. Key Responsibilities: Research, design, implement, and evaluate novel robotics..."
429,129,Research Engineer in Recommendation 推荐算法工程师,Hotstar,北京市,,learning researchers to build... machine learning and product design to continuously improve over...
430,130,Software Engineer 2,Microsoft,北京市,,"work with Researcher and PM to design, develop, and deliver... proposals, design, implementation..."
431,131,Research developer in video coding 视频编码算法工程师,HotStar,北京市,,"an experienced researcher... things that you'll do: . Design and develop prototype, proof..."
432,132,Lead Software Engineer - Forecasting (Ad Intelligence),Hulu,北京市,,"use of design patterns, CI/CD... product managers, SDET, and researchers in an open and innovative..."
433,133,Senior Game Data Analyst-Zhaoxiguangnian,Byte Dance,北京市,,"game design, development... mobile game has a deeper researcher is preferred 4. Master data..."
434,134,Cloud Software Engineer,Graphcore,北京市,,"medical researcher, roboticist... core function development, design test flow Enrich document..."
435,135,Senior Software Engineer - Forecasting (Ad Intelligence),Hulu,北京市,,"use of design patterns, CI/CD... product managers, SDET, and researchers in an open and innovative..."
436,136,Principal Research Engineer in Recommendation System 资深推荐算法工...,Hotstar,北京市,,"principal researcher... applications... senior researcher, you’ll be responsible..."
437,137,Software Development Engineer 2,Microsoft,北京市,,"work with Researcher and PM to design, develop, and deliver... proposals, design, implementation..."
438,138,Principal Research Engineer in Recommendation System Senior...,Hong Kong Disneyland,北京市,,"senior researcher, you'll... team and design team to create a good team atmosphere. Design..."
439,139,Platform Product Manager - Ancient Books Digital Platform/Hu...,Byte Dance,北京市,,"byte beating, design an ancient... researchers 2. To undertake part... product design work..."
440,140,Principal Software Engineering Manager,Microsoft Corporation,北京市,,"work with Researcher and PM to design, develop, and deliver... proposals, design, implementation..."
441,141,Market Evangelist,Adjust,北京市,,"Sales and Marketing functions Design & execution of programs... Avid researcher, succinct writer..."
442,0,Experience Designer,Digitas,"Chicago, IL 60601 (The Loop area)",,"We are the connected marketing agency, a full-service agency with modern creative & media, data, and technology services all under one roof."
443,1,UX Designer,Deloitte,"Chicago, IL 60606 (The Loop area)+4 locations",,"UX Lead to support front-end design of modernized screens for ACCESS website.Will work as part of cross-functional team of studio/UX, visual design, copy…"
444,2,"newLead UX Designer, Tech. Exp. Design",Capital One - US,"Chicago, IL (The Loop area)",,"Collaborating with technology, product, and business teams to uncover customer and business needs — then translating them into intuitive and engaging digital…"
445,3,newUI/UX Design Engineer,"JPMorgan Chase Bank, N.A.","Chicago, IL",,Put your UX experience into action by designing and implementing fresh and consistent designs for our applications .Bachelor's degree or equivalent experience.
446,4,newUX Designer,Northern Trust Corp.,"Chicago, IL 60603 (The Loop area)",,The Northern Trust Design team is looking for a UX designer to join one of our teams focused on a product redesign and re-platform.
447,5,UX Designer - Core UX,United Airlines Inc.,"Chicago, IL 60601 (Loop area)+1 location",,"The United IT team designs, develops and maintains massively scaling technology solutions that are brought to life with innovative architectures, data analytics…"
448,6,UI/UX Designer,Red Foundry,"Chicago, IL",,The successful candidate will be responsible for designing the user experience for custom mobile apps and responsive websites for our clients.
449,7,newContract Digital Product Designer (Remote),Eight Bit Studios,"Remote in Chicago, IL",,"4+ years experience as a digital designer working in cross-disciplinary teams and playing a lead role on projects from start to finish, ideally with cross…"
450,8,"Associate, UX Designer",KPMG,"Chicago, IL 60601 (The Loop area)+3 locations",,Assist in design-related ideation of project and business goals with teammates and stakeholders.Help in creation of user experience artifacts such as…
451,9,newUI Designer,"Strata Decision Technology, L.L.C.","Chicago, IL 60601 (Loop area)",,"Have entire Slack conversations with other designers using nothing but custom emojis.This UI Designer role is all about solving complex problems, all the way…"
452,10,UX Designer Specialist,World Relief Corporation,"Chicago, IL",,"The results-driven, self-starter will help create and implement user-focused, innovative digital experience for donors and World Relief’s digital audience."
453,11,UI / UX Designer,Morgan Stanley,"Chicago, IL",,You will partner directly with product and tech teams to create solutions that meet mobile users’ unique needs and collaborate with other designers focused on…
454,12,UX Designer,ArtVersion,"Remote in Chicago, IL",,"Participate in activities from project research, planning to execution.Work on campaign communication design and visual storytelling."
455,13,UX/CX Designer,Accenture,"Chicago, IL",,"Present research findings and design concepts to designers and product partners.You might be improving an existing feature, designing something totally brand…"
456,14,UX Designer,Capgemini,"Chicago, IL 60606 (West Loop Gate area)",,About DCX – Digital Customer Experience.The Capgemini Digital Customer Experience (DCX) practice specializes in driving business value and customer engagement…
457,15,newProduct Designer,Thrivent,"Remote in Chicago, IL",,"1+ years of experience as an interaction designer, user interface designer, or similar roles.As a Product Designer is part of a digital product team and…"
458,16,User Interface Designer,Mintel,"Remote in Chicago, IL 60606",,"Work with UX designers to utilize web analytics data, consumer insights, market research, and proven user-centered design principles in the creation of user…"
459,17,UX designer,Siemens,"Chicago, IL 60606 (Loop area)+2 locations",,"Be the lead designer on projects from start to finish for a broad portfolio.As a UX designer, your role requires a good understanding of user experience best…"
460,18,Senior Mobile Product Designer,Alight,"Remote in Chicago, IL 60601",,"Collaborating with a distributed team of Product Designers, UX Design - Researchers & Content designers.Collaborates effectively with developers, strategists,…"
461,19,Experience Designer,Accenture,"Chicago, IL+1 location",,"Collaborate effectively with remote and onsite team members, including but not limited to designers, researchers, project/product managers, QA, developers, and…"
462,20,Sr. UX Designer,Lenovo,"Chicago, IL",,"Facilitate collaborations between supporting designers.Ensure high quality designer deliverables, ensure that the final product going to users meets our…"
463,21,UX/UI Designer (Remote),Brafton,"Remote in Chicago, IL 60661",,As part of Brafton’s push to produce a Content Marketing SaaS product we are adding UX/UI designer to our in-house team (so as not to denigrate past or current…
464,22,"newSr., UX Designer",WALGREENS,"Chicago, IL 60607 (West Loop Gate area)",,This role leads and mentors less experienced designers.Ensures more junior designers work aligns to an overarching vision and strategy to deliver the best user…
465,23,Principal UX Designer,"Twitch Interactive, Inc.","Chicago, IL 60657 (Lake View area)",,"Skills for collaborating with other designers, researchers, product managers and engineers.7+ years of UX-related work experience."
466,24,Lead UX Designer - DataGraph,Salesforce,"Chicago, IL 60654 (River North area)+1 location",,"You’ll have the opportunity to own your product area and drive your process, and build relationships with a passionate product team, while on a collaborative,…"
467,25,newSr. UX Designer,Vivid Seats,"Chicago, IL 60606 (Loop area)",,Display leadership by being an example of continued growth in your role and looking for opportunities to mentor and encourage junior designers.
468,26,Sr. UX Designer,Hearst Media Services,"Chicago, IL 60607 (Near West Side area)",,Degree Level …
469,27,Product Designer,dogstudio,"Chicago, IL",,"You will think, design, imagine, and most probably drink local beers while laying down on a lion's pelt."
470,28,User Experience Designer III,Expedia Group,"Chicago, IL 60661 (Near West Side area)+2 locations",,"You'll work with cross functional agile teams including product managers, business analysts, UX designers, researchers, and developers to produce effective…"
471,29,Contingent - UX/UI Designer,Nemera,"Chicago, IL 60601 (Loop area)+1 location",,We are looking for a skilled senior interaction designer who is a detail-oriented problem solver with a passion for all aspects of the design process from up…
472,30,UX DESIGNER,InspiHER Tech,"Hybrid remote in Chicago, IL",,"Must have been a UX designer utilizing Jira in a financial services organization.4+ years of experience as a UX designer conducting usability tests, creating…"
473,31,UX Designer,Maven Wave,"Remote in Chicago, IL+1 location",,Collaborate closely with visual designers and developers to create well-integrated solutions.Help us create cutting-edge experience strategies and designs to…
474,32,Visual Designer @ Fjord,Accenture,"Chicago, IL+1 location",,"Our designers identify user needs, interpret client challenges, and develop concepts that unify our products and services."
475,33,newProduct Designer,NielsenIQ,"Chicago, IL",,You're proud to be a nerdy analyst designer - Your portfolio shows that you know how to design for dense data solutions and understand how data visualization…
476,34,Art Director / Designer - JPMorgan Chase & Co,"JPMorgan Chase Bank, N.A.","Chicago, IL",,"We're looking for an energetic and experienced Designer with a proven track record of creating engaging, results-oriented content and experiences, with an eye…"
477,35,Junior Industrial Designer,Teams Design,"Chicago, IL 60622 (West Town area)",,"A junior industrial designer at TEAMS will create thoughtful designs with a visually compelling story.Cross-functional designers a plus: Graphic Design, UI/UX…"
478,36,"Visual Designer, Digital Design System",Northern Trust Corp.,"Hybrid remote in Chicago, IL 60603",,"Working with a team of designers to create inclusive, accessible components and best.You will empower our teams of designers, product managers and technology…"
479,37,Senior UI/UX Designer,In-telligent,"Chicago, IL",,Partner with other designers and engineers to oversee the user experience of new features and products.Solving these complex communication issues with scalable…
480,38,Graphic Designer,LLT Group,"Remote in Chicago, IL",,"Our designers need to be willing to push creative outside the box regardless of project type or industry.Maintain brand standards, follow style guides, and…"
481,39,"Principal Designer, Advanced Concepts",Keurig Dr Pepper,"Chicago, IL",,"This individual will bring curiosity, empathy, creativity and strategic skills to bear in service of solving complex business challenges."
482,40,newSenior Product Designer - Opportunity for Working Remotely C...,VMware,"Remote in Chicago, IL+3 locations",,"As part of a highly collaborative group of creative problem solvers with a passion for innovation, you will build intuitive, and meaningful products in the…"
483,41,UX Designer,Intelsat,"Chicago, IL",,"3-6 years of experience as an UX designer, interaction designer, experience designer, or similar role.You are flexible, collaborative and open-minded as well…"
484,42,"UX Designer, Digital User Experience - Opportunity for Worki...",VMware,"Remote in Chicago, IL",,"Meet your immediate team and cross-functional partners,.Get familiar with the tools and processes the design team leverages in day-to-day operations,."
485,43,"Senior UX Designer, Retail Platform - Remote",Nordstrom Inc,"Remote in Chicago, IL",,"As Senior UX designer, you’ll be responsible for turning employee problems into intuitive, beautiful, data-driven solutions.You own this if you have..."
486,44,UX Designer,Casechek,"Chicago, IL",,"You will collaborate our UX lead, product and engineering to utilize the latest user research, synthesis, and validation techniques to define a results-driven…"
487,45,"UX Designer, Digital User Experience - Opportunity for Worki...",VMware,"Remote in Chicago, IL",,"Meet your immediate team and cross-functional partners,.Get familiar with the tools and processes the design team leverages in day-to-day operations,."
488,46,"Senior UX Designer, Retail Platform - Remote",Nordstrom Inc,"Remote in Chicago, IL",,"As Senior UX designer, you’ll be responsible for turning employee problems into intuitive, beautiful, data-driven solutions.You own this if you have..."
489,47,UX Designer,Casechek,"Chicago, IL",,"You will collaborate our UX lead, product and engineering to utilize the latest user research, synthesis, and validation techniques to define a results-driven…"
490,48,Creative Designer - Design Systems,Alight,"Chicago, IL 60601 (Loop area)",,"You’re a persuasive designer who inspires and consistently produces outstanding, award-winning design competitors copy.Design sprint support experience a plus."
491,49,Product Designer - UX,Hitachi Solutions Ltd,"Chicago, IL 60606 (The Loop area)",,"Skilled UX designer experienced in both B2B and B2C applications.As their trusted advisor, we support our clients to deliver on their strategic business…"
492,50,Product Designer,"Grubhub Holdings, Inc.","Chicago, IL 60602 (The Loop area)+1 location",,"A passion for sharing design strategies with fellow designers, product managers, and engineers to deliver a better, more user-centered products."
493,51,"Curriculum Designer, Spanish Language Arts",Chicago Public Schools,"Chicago, IL 60602 (The Loop area)+1 location",,"Once implemented, this digital curriculum will provide CPS students and teachers with access to high-quality, engaging, and culturally-responsive learning…"
494,52,newPrincipal Visual Designer (Freelance),IA Collaborative,"Remote in Chicago, IL 60604",,"You'll be a part of an IA Collaborative multi-disciplinary team of researchers, designers, and strategists and contribute to presentation design, framework…"
495,53,Content Designer,Facebook App,"Chicago, IL+3 locations",,"You’ll be expected to design and deliver product flows, new features, in-product messaging, content frameworks, navigation, product naming and more for all…"
496,54,Lead UX/UI Designer,Caterpillar,"Chicago, IL 60622 (West Town area)",,"Have the ability to actively and constantly collaborate with other employees including product owners, designers, web and mobile engineers, quality-assurance…"
497,55,Product Designer — Digital IDs,PayPal,"Chicago, IL 60654 (Loop area)+1 location",,"Create high-quality deliverables on a work stream with some oversight and guidance from a senior designer, within timelines and project requirements."
498,56,newUX Writer/Content Designer,Thrivent,"Remote in Chicago, IL",,"With UI/UX designers, wireframe new experiences to gather content requirements.Write UI copy and UX content to create, simplify, and/or enhance user…"
499,57,newintelliflo - Design Product Manager (UI/UX),Invesco,"Chicago, IL 60601 (Loop area)",,"The team is responsible for ideation, research, strategy, definition and design to determine how best to meet user needs and evolve and enhance the intelliflo…"
500,58,Product Designer,Allscripts,"Chicago, IL",,"Work with other designers, product managers, and technologists to analyze business requirements and design solutions that respond to user needs."
501,59,UX Designer Specialist,World Relief,"Chicago, IL",,"The results-driven, self-starter will help create and implement user-focused, innovative digital experience for donors and World Relief’s digital audience."
502,60,UX Designer - Agile,Alliant Credit Union,"Chicago, IL 60666 (O'Hare International Airport area)",,You will be the hands-on person responsible for designing the best possible digital experience for Alliant Credit Union members in our digital channels.
503,61,UI Designer,Hearst Media Services,"Chicago, IL 60607 (Near West Side area)",,"They should be familiar with working collaboratively, taking direction from directors and stakeholders, interfacing with developers, UX designers and working…"
504,62,Senior Visual Designer,Northern Trust Corp.,"Chicago, IL 60603 (The Loop area)",,"We are looking for a Senior Visual Designer to support a wide variety of digital design requests.Reporting to Visual Design Team Lead, this role will work…"
505,63,Senior UX Designer,John Deere,"Hybrid remote in Chicago, IL",,"Ability to coach and mentor other UX designers.As a Sr. UX Designer for (John Deere) located in Chicago, IL, you will partner with product managers, product…"
506,64,"newLead, UX Design",Grainger,"Chicago, IL 60603 (Loop area)",,"The Lead User Experience Designer uses interaction design and data visualization skills to translate complex data into simple, intuitive experiences that allow…"
507,65,Senior Product Designer,Provi,"Chicago, IL",,"We are looking for a “full-stack” designer who has experience working on all parts of the design process.As a Senior Product Designer at Provi, you will be…"
508,66,newSenior Experience Designer,Accenture,"Chicago, IL",,"Comfortable working as a solo-designer, team member, or team lead.You inspire confidence immediately with a client and are brought in for more challenging or…"
509,67,Extra Help Marketing Associate (Digital/UI Designer)- Office...,University of Illinois at Chicago,"Chicago, IL 60607 (University Village - Little Italy area)",,Serve as the lead visual designer for digital marketing needs.We currently seek a talented and experienced digital designer who will help the University meet…
510,68,Sr. Product Designer,CommerceHub,"Remote in Chicago, IL",,We are looking for seasoned product designers that enjoy being given ambiguous problems and excel in finding innovative solutions.A 6% 401(k) match.
511,69,Senior Product Designer,Science 37,"Remote in Chicago, IL",,"Mentor fellow designers, helping them to think more critically and strategically and improve their craft.The *Senior Product Designer* (UX) drives creative…"
512,70,"newSr. Manager, UX Designer",Charles Schwab,"Hybrid remote in Chicago, IL",,This role will support our exciting best-in-class active trading group.Charles Schwab User Experience and Design is responsible for software design across…
513,71,newSenior UX Designer,Grainger,"Chicago, IL 60603 (Loop area)",,The Senior User Experience Designer uses both interaction design and research skills to design Grainger's internal tools – a suite of custom enterprise tools…
514,72,"newDirector, UX Design",Grainger,"Chicago, IL 60603 (Loop area)",,"This role will report to the Sr. Director, User Experience.The Director, UX Design is a hands-on UX role that uses both user research and interaction design…"
515,73,Lead Product Designer – Benefits,League Inc,"Remote in Chicago, IL+1 location",,"As a design lead, you are primarily responsible for helping designers create high-quality work while designing meaningful growth paths."
516,74,UX Researcher & Designer,Willis Towers Watson,"Remote in Chicago, IL",,This role with be working across our Talent & Reward product portfolio to research and discover opportunities for cross-product solutions that bring value to…
517,75,Sr. Product Designer,CommerceHub,"Remote in Chicago, IL",,We are looking for seasoned product designers that enjoy being given ambiguous problems and excel in finding innovative solutions.A 6% 401(k) match.
518,76,Senior Product Designer,Science 37,"Remote in Chicago, IL",,"Mentor fellow designers, helping them to think more critically and strategically and improve their craft.The *Senior Product Designer* (UX) drives creative…"
519,77,"newSr. Manager, UX Designer",Charles Schwab,"Hybrid remote in Chicago, IL",,This role will support our exciting best-in-class active trading group.Charles Schwab User Experience and Design is responsible for software design across…
520,78,newSenior UX Designer,Grainger,"Chicago, IL 60603 (Loop area)",,The Senior User Experience Designer uses both interaction design and research skills to design Grainger's internal tools – a suite of custom enterprise tools…
521,79,"newDirector, UX Design",Grainger,"Chicago, IL 60603 (Loop area)",,"This role will report to the Sr. Director, User Experience.The Director, UX Design is a hands-on UX role that uses both user research and interaction design…"
522,80,Lead Product Designer – Benefits,League Inc,"Remote in Chicago, IL+1 location",,"As a design lead, you are primarily responsible for helping designers create high-quality work while designing meaningful growth paths."
523,81,UX Researcher & Designer,Willis Towers Watson,"Remote in Chicago, IL",,This role with be working across our Talent & Reward product portfolio to research and discover opportunities for cross-product solutions that bring value to…
524,82,Production Designer,Impact Networking LLC,"Chicago, IL 60603 (The Loop area)",,"Creative (strategy, design, ux/ui, copywriting).As a Production Designer, you’ll work alongside our stellar team of designers as well as prepare files for…"
525,83,Product Designer,Yello,"Remote in Chicago, IL",,The product designer will regularly design across various platforms ranging from desktop through mobile and act as a voice of the customer within the…
526,84,Senior Product Designer,Collective Health,"Remote in Chicago, IL",,"Work with engineers, product managers and designers to ensure we design and ship high-quality solutions.You'll contribute to the development of new visual…"
527,85,Lead UX Designer,Willis Towers Watson,"Chicago, IL",,"In this role, you will drive the user experience design across a defined area of our Employee Experience product portfolio."
528,86,newPrincipal Experience Designer - WOZ Slots,Zynga,"Temporarily Remote in Chicago, IL",,This is an opportunity to work with an experienced team of content experts to craft new experiences for a high profile entertainment franchise product with an…
529,87,newDigital Designer,Highwire Public Relations,"Hybrid remote in Chicago, IL",,"Explain rationale for decisions in language appropriate for a non-designer audience.Working alongside 23 digital specialists, you will possess a well-rounded…"
530,88,UX Designer (bswift),CVS Health,"Chicago, IL",,"The successful candidate will be working alongside other designers, developers, and product managers, the UX Designer will through research and user-centered…"
531,89,Senior UX Designer,"Insight Enterprises, Inc.","Remote in Chicago, IL 60611",,"From IT strategy and design to implementation and management, our employees help clients innovate and optimize their operations to run smarter."
532,90,Senior Strategic Designer,BCG Digital Ventures,"Chicago, IL+1 location",,"They work to uncover the intangible attitudes, behaviors, and motivations that drive people’s choices and desires and create contextually impactful venture…"
533,91,Web Designer,Dermacare,"Chicago, IL 60606 (Fulton River District area)",,"2+ years as a UI, interaction, product or digital designer with a focus on user centered design.This position will work closely with the User Experience (UX)…"
534,92,newSenior UX/UI Designer,Kraft Heinz Company,"Hybrid remote in Chicago, IL",,Individual designers may not possess these skills but should demonstrate deep expertise in 2 or more areas.UI / UX Designers at Kraft Heinz are responsible for…
535,93,Product Designer,Science 37,"Remote in Chicago, IL",,"3-5 years' experience as a product designer or similar role, with primary experience in UX design across web and mobile products."
536,94,Mobile UI Designer - Open Location,Deloitte,"Chicago, IL 60606 (The Loop area)+2 locations",,"Collaborate with other groups like developers, engagement managers and UX designers to deliver high-quality creative for both internal and client-facing…"
537,95,Sr. Product Designer - Information Architecture,CommerceHub,"Chicago, IL+1 location",,We are looking for seasoned product designers that enjoy being given ambiguous problems and excel in finding innovative solutions.A 6% 401(k) match.
538,96,Graphic Designer,King & Spalding,"Chicago, IL 60606 (Loop area)",,A poised communicator with the ability to present and explain design decisions – including the strategy behind designs – to non-designers in laymen’s terms.
539,97,Lead Product Designer,Bain & Company,"Chicago, IL",,"As a lead product designer, you will play a critical role in the development and deployment of products that transform how Bain consulting is delivered."
540,98,"Associate, Digital Product Designer",KPMG,"Chicago, IL 60601 (The Loop area)",,"Create end-to-end digital products, including experiences and interfaces with a team of cross-functional stakeholders."
541,99,Senior UX Designer,Publicis Sapient,"Chicago, IL 60601 (The Loop area)",,"Champion the discovery, research, and data synthesis to identify critical user insights and develop hypotheses to design effective experiences."
542,100,Senior User Experience Designer,Kin + Carta,"Chicago, IL",,Kin + Carta is seeking a Senior User Experience Designer on a contract basis to help us design amazing experiences for our Fortune 500 clients and their…
543,101,Product Designer (Remote),Shop Smart,"Remote in Chicago, IL",,"As the Product Designer, you’ll join a cross-functional team of Product Managers, Engineers, Content Creators, and Business Development Managers responsible for…"
544,102,Senior Product Designer,Focused Labs,"Chicago, IL",,"Balance user needs, technical constraints, and business objectives to solve problems effectively.Create design deliverables that define products including…"
545,103,newLead Experience Designer,BCG Digital Ventures,"Chicago, IL+1 location",,Contribute to the design cohort through knowledge sharing and presentations with other designers.Our experience designers are tasked with developing product…
546,104,UX Designer,Media.Monks,"Remote in Chicago, IL",,"MediaMonks is seeking a UX Designer who can apply their skills in Information Architecture and.Your skills in research, strategy and/or interface design."
547,105,Senior UX/UI Designer - SaaS,Workfully,"Remote in Chicago, IL 60604",,"Reporting to the Technology Services, you will be supporting our team by creating user-centric design solutions for our web and mobile app, ApprovPay."
548,106,Freelance UX Designer,AbelsonTaylor,"Chicago, IL 60607 (West Loop Gate area)",,The User Experience Designer (UX Designer) plays a key role in the development of interactive initiatives at AbelsonTaylor and works across a wide range of…
549,107,Lead UX Designer,84.51°,"Remote in Chicago, IL",,"You enjoy working with other designers, developers, and product owners.You'll be responsible to your cross-functional team for making great design happen in…"
550,108,UX Designer / Researcher,TA Digital,"Chicago, IL 60604 (The Loop area)",,"The results of your work will help designers better understand user goals, needs, behaviors, limitations, and preferences as well as provide rationale for…"
551,109,Sr Product Designer,"Grubhub Holdings, Inc.","Chicago, IL 60602 (The Loop area)",,"A passion for sharing design strategies with fellow designers, product managers, and engineers to deliver a better, more user-centered products."
552,110,User Experience Design Specialist (Data Visualization),SAP,"Hybrid remote in Chicago, IL 60606",,"Own our current and future data visualization projects.Deliver high-fidelity, detail-oriented mock-ups to illustrate design proposals by providing visual,…"
553,111,Graphic / Web Designer,SK Intertainment,"Chicago, IL 60647",,"Projects will range from daily e-mail marketing collateral to longer form on-site promotions.Versatile: You have relevant experience in a wide range of design,…"
554,112,UX/Product Designer,ARK Solutions,"Remote in Chicago, IL",,"Collaborating with a distributed team of Product Designers, UX Design - Researchers & Content designers.Collaborates effectively with developers, strategists,…"
555,113,Lead UX Designer - Design Systems,Abbvie,"Chicago, IL",,"8+ years’ experience as a UX designer for web, mobile and software applications.Lead processes and pathways for designers and developers to contribute and…"
556,114,"Lead UX Designer, VP","JPMorgan Chase Bank, N.A.","Chicago, IL",,"Research, design, prototype user-centric designs with rapid testing and iteration.Support Software Engineers and Product teams to evolve designs during…"
557,115,UX Design Manager (Remote/Nationwide),BDO,"Remote in Chicago, IL",,"The Manager, Digital Marketing Developer & Designer manages the design and development of innovative solutions to support digital marketing initiatives,…"
558,116,Junior Industrial Designer,Beyond Design,"Chicago, IL 60613 (Lake View area)+1 location",,"This position will work closely with researchers, industrial designers, engineers, UX/GUI designers, and graphic designers to collaborate on projects."
559,117,Senior UI / UX Designer,Kemper,"Remote in Chicago, IL 60601",,"Kemper’s products and services are making a real difference to our customers, who have unique and evolving needs.Adobe XD / Illustrator / Photoshop / Sketch."
560,118,Sr. Director Digital & Marketing-Product Design UX/UI,WALGREENS,"Chicago, IL 60607 (West Loop Gate area)",,"This experienced product design leader collaborates with designers, product managers, engineers, researchers, content strategists, and data scientists to dream…"
561,119,UX Designer,Willis Towers Watson,"Remote in Chicago, IL",,"We create enterprise-level web software for human resource professionals and employees.In this remote position, you will collaborate with Business, Product, UX…"
562,120,Sr UX Design Researcher,GE Healthcare,"Chicago, IL 60661 (West Loop Gate area)",,"As a Senior UX Researcher, you will contribute to the understanding of our customers and the users of our products."
563,121,User Experience (UX) Architect,CapTech Consulting,"Remote in Chicago, IL",,"You are an excellent collaborator and enjoy working with other designers and developers to create award winning experiences.E.g., journey maps, flows."
564,122,Product Designer,S & C Electric Company,"Chicago, IL",,"Technically sophisticated on the inside, S&C’s future systems must deliver unparalleled user experience, outstanding long term value, and profitable revenue…"
565,123,"Senior Manager, User Experience Design",Expedia Group,"Chicago, IL 60661 (Near West Side area)",,"Demonstrated experience working with specialist roles like research, content designers, experience engineers, business analysts, and similar."
566,124,Product Design Manager,Tegus,"Remote in Chicago, IL 60603",,Collaborate closely with your designers to ensure we create consistent and cohesive experiences.1+ years of mentoring and coaching junior designers and 5+…
567,125,"newCIB - Sr User Experience Designer, Associate - Payments Oper...","JPMorgan Chase Bank, N.A.","Chicago, IL",,"The UX Designer, Senior Associate collaborates in and supports the design process, and ensures project contribution meets business goals, deadlines and quality."
568,126,Senior Marketing Designer,Discover,"Chicago, IL 60604 (The Loop area)",,"Responsible for the experiential design of user experiences utilizing: qualitative and quantitative data to define problems, prototyping useful and attractive…"
569,127,Designer/Swiss Army Knife,Two by Four,"Chicago, IL",,"Has a firm grasp on several facets of design mediums including digital, branding, page layouts and experiential.Can have a role in new business."
570,128,Senior Product Designer - Uber Freight,Uber,"Chicago, IL 60606 (Loop area)",,"As a T-shaped designer, you have at least one area you’re an expert in but can handle a broad range of tasks from preparing assets for engineers to leading…"
571,129,Senior UI Designer,Deloitte,"Chicago, IL 60606 (The Loop area)+2 locations",,"Collaborate with other groups like developers, engagement managers, and UX designers to deliver high-quality creative for both internal and client-facing…"
572,130,Senior UX Designer,Willis Towers Watson,"Chicago, IL",,We create and innovate enterprise-level web and mobile software for Human Resource professionals and employees.Ability to work locally as needed.
573,131,Principal Content Designer,Expedia.com,"Chicago, IL",,"They define and drive the approach to content design in a multidisciplinary product team that includes UX researchers, product designers, design engineers, and…"
574,132,Interactive Designer,ArtVersion,"Remote in Chicago, IL",,"Participate in activities from project research, planning to execution.Work on campaign communication design and visual storytelling."
575,133,Product Designer,The Vitality Group,"Chicago, IL 60606 (The Loop area)",,"The Designer will determine the pain points and challenges of our users, identify opportunities, and implement workable solutions that are aligned with our…"
576,134,Senior UX Designer,Ascensus,"Chicago, IL 60601 (Loop area)",,Design the user experience for web and mobile solutions that help millions of people achieve their financial goals.
577,135,Sr. User Experience Designer - Opportunity for Working Remot...,VMware,"Remote in Chicago, IL",,You’re a seasoned designer who takes the time to understand customers and can tell an engaging story to your teammates when sharing user discoveries.
578,136,UX Designer,H&R Block,"Chicago, IL",,"Act as an advocate for user-centered design to ensure well-designed products, with features and interfaces that allow customers to accomplish their tasks easily…"
579,137,Studio Artist / Designer,Designory,"Chicago, IL",,The Studio Artist / Designer will collaborate with and support a variety of teams and projects.This position will require a blended skill set and a passion for…
580,138,Consumer & Wealth Management Division - Brand and Content St...,Goldman Sachs,"Chicago, IL 60606 (The Loop area)",,Seeking a full-time Front-End designer/Developer with email experience.Work with designers to develop concepts and execute first-class emails and creative…
581,139,User Experience Design Principal,Kin + Carta,"Hybrid remote in Chicago, IL",,Kin + Carta is seeking a User Experience Design Principal to help us design amazing experiences for our Fortune 500 clients and their customers.
582,140,"UX / Product Designer, Senior (NJUS","NetJets Services, Inc.","Chicago, IL 60638 (Clearing area)+1 location",,"Reporting to the Director, UX Research + Design, the Senior UX / Product Designer is a visual problem solver, an attentive listener, and a team player; able to…"
583,141,Lead/Principal Product Designer,Salesforce,"Chicago, IL 60654 (River North area)+1 location",,"We’re seeking an experienced, engaged product designer to lead UX strategy for our portfolio of Sales Cloud products.Creates inclusive designs for all users."
584,142,CWM- Marcus by Goldman Sachs - Motion Graphic- Visual Design...,Goldman Sachs,"Chicago, IL 60606 (The Loop area)",,"As part of the internal Creative Services team, the designer will collaborate with team members in Brand, Product, Marketing, Design and Content departments."
585,143,Senior Product Designer,Pangea Money Transfer,"Chicago, IL",,"This role will own the design aesthetic and user experience of Pangea’s web and mobile applications, which allow our customers to send money to their loved ones…"
586,144,Senior User Experience (UX) Designer,EPAM Systems,"Chicago, IL",,Organize work with other experience designers as appropriate and provide mentorship.You enjoy living by your craft and developing user-centered solutions for…
587,145,Applications Consultant 2 - UX Designer - Architect - Senior,Capgemini,"Chicago, IL 60606 (West Loop Gate area)",,"To arrive at the final experience, the designer conducts stakeholder interviews, website reviews, content inventories, consumer research (via consumer…"
588,146,Senior UX Designer,The AZEK Company,"Chicago, IL 60607 (West Town area)",,"More). The UX Designer partners extensively with Integrated, Product, Channel and Creative marketing teams.Designing the right experiences, at the right time,…"
