,Unnamed: 0,title,company,location,salary,summary
303,3,Technology Support Specialist (Part-Time),Live Nation,"Chicago, IL 60601 (The Loop area)",,"The Field Operations Technology is a solutions-driven team focused on providing high-levels of client satisfaction, technical support, and installations…"
304,4,3D Game Artist,GAMEVISION,"Naperville, IL",,"Create 3D models (modeling, texturing, and rigging) in diverse styles for real-time rendering within the technical restrictions of the hardware."
305,5,Junior 3D Environment Artist,Incredible Technologies,"Lincolnshire, IL 60069",,"This role requires coordination with the art director, game designer, level designer, and fellow artists to create a wide variety of game-ready assets to build…"
306,6,Senior Concept Artist,peoplecanfly,"Remote in Chicago, IL",,Review and feedback on work produced by external artists.Mentor less experienced artists and lead by example with organised workflows and efficient processes.
307,7,UI Artist,Phosphor Studios,"Chicago, IL",,"Demonstrates strong technical and problem-solving abilities.Holds a degree in human-computer interaction, graphic or interactive design, or the equivalent…"
308,8,Studio Artist / Designer,Designory,"Chicago, IL",,This position will require a blended skill set and a passion for creative problem solving and technical execution.Your input will be expected and appreciated.
309,9,"Artist, FX",WarnerMedia,"Chicago, IL",,This is an individual contributor position that designs and creates FX work for assigned aspects of products with a focus on technical trouble-shooting and…
310,10,Security Lead,The Emily Hotel,"Chicago, IL",,"Take an active role in the implementation of the hotel’s fire plan including the General Communication Center, the Command Post, all technical equipment, and…"
311,11,Coordinator,The Art Institute of Chicago,"Chicago, IL 60603 (The Loop area)",,"As part of a collaborative Advancement Operations team, and under the direction of the Director, Advancement Operations, the Advancement Operations Coordinator…"
312,12,Fulfillment and Data Specialist,The Art Institute of Chicago,"Chicago, IL 60603 (The Loop area)",,"As part of External Affairs, Advancement Operations processes and ensures the accurate allocation of tens of thousands of gift and membership transactions every…"
313,13,Associate Director,The Art Institute of Chicago,"Chicago, IL 60603 (The Loop area)+1 location",,"External Affairs provides the revenue, engagement, and communication that support the museum’s mission.External Affairs staff build and invest in a culture of…"
314,14,Chicago Technology Consulting Consultant - 2022,Protiviti,"Chicago, IL 60606 (The Loop area)",,Ability to convey complex technical security concepts to technical and non-technical audiences.Fundamental knowledge of process reengineering and methodologies…
315,15,Studio Artist / Designer,Designory,"Chicago, IL",,This position will require a blended skill set and a passion for creative problem solving and technical execution.Your input will be expected and appreciated.
316,16,Head of Wardrobe,Hubbard Street Dance Chicago,"Chicago, IL 60607 (Near West Side area)+1 location",,Superior relationship building and interpersonal skills that allow the individual to function in a variety of settings among widely different groups of artists…
317,17,Technology Support Specialist (Part-Time),Live Nation,"Chicago, IL 60601 (The Loop area)",,"The Field Operations Technology is a solutions-driven team focused on providing high-levels of client satisfaction, technical support, and installations…"
318,18,Alternative & Emerging Fuels Technical Service Line Lead,HDR,"Chicago, IL",,Assume leadership responsibilities for large multidisciplinary alternative & emerging fuels programs with a high-degree of technical complexity.
319,19,Associate Director,The Art Institute of Chicago,"Chicago, IL 60603 (The Loop area)+1 location",,"External Affairs provides the revenue, engagement, and communication that support the museum’s mission.External Affairs staff build and invest in a culture of…"
320,20,Motion Graphics Artist,3Q Digital,"Hybrid remote in Chicago, IL 60602",,And independently to provide creative/technical solutions to problems.You have a firm understanding of the creative and technical aspects of motion graphics…
321,21,newSEASONAL Sound Designer/Mentor,Columbia College Chicago,"Chicago, IL 60605 (South Loop area)",,"Bachelor’s in technical theatre with three years' experience in sound design and supporting live performance.This is a seasonal, part-time role."
322,22,Coordinator,The Art Institute of Chicago,"Chicago, IL 60603 (The Loop area)",,"As part of a collaborative Advancement Operations team, and under the direction of the Director, Advancement Operations, the Advancement Operations Coordinator…"
323,23,"newSenior Presentation Specialist, Graphic Design Hybrid",Abbvie,"Hybrid remote in Lake County, IL",,"Collaborate with creative managers, writers, and account managers as well as motion artists and editors to complete presentations."
324,24,Associate Director of Facilities Services,The Art Institute of Chicago,"Chicago, IL 60603 (The Loop area)",,"Excellent computer and technical skills related to facilities management including Word, Excel, and work order systems.Provide service reports upon request."
325,25,newSEASONAL Props Designer,Columbia College Chicago,"Chicago, IL 60605 (South Loop area)",,"Bachelor’s in design or technical theatre with at least three years’ experience in professional theatre.Reporting to the Production Manager, the Seasonal Props…"
326,26,Professional Services Consultant 3,Adobe,"Chicago, IL 60610 (Goose Island area)",,Ability to articulate and convey technical concepts to a mixed audience of senior technical and business executives.This is a hands-on development role.
327,27,Adjunct Instructor,City Colleges of Chicago,"Chicago, IL",,"The Department of Visual and Performing Arts provides a foundation of outstanding technical, creative and conceptual training."
328,28,Director of Education Redken- Street,L'Oreal,"Remote in Chicago, IL",,Ensure accuracy of product and technical information and the consistency of technical and product presentation within the division.Up to 65% Travel per month.
329,29,Chicago Technology Consulting Consultant - 2022,Protiviti,"Chicago, IL 60606 (The Loop area)",,Ability to convey complex technical security concepts to technical and non-technical audiences.Fundamental knowledge of process reengineering and methodologies…
330,30,Media Communications Producer,Indian Prairie School District 204,"Aurora, IL 60504",,Serve as the in-house graphic artist collaborating with other departments to produce logos and print materials that support and enhance their communication…
331,31,Editor,Time Out,"Chicago, IL",,"Proven ability to work effectively with editorial, marketing, commercial, design and technical teams.They will be responsible for continuing to grow Time Out’s…"
332,32,Associate Creative Director,DDB,"Chicago, IL 60601 (The Loop area)",,"Directs all external creative vendors (illustrators, production houses, photographers, comp artists, and video producers)."
333,33,newPrincipal Experience Designer - WOZ Slots,Zynga,"Temporarily Remote in Chicago, IL",,Understanding of considerations for creating user interfaces for game engines (Unity or Unreal) to effectively collaborate with technical artists and engineers.
334,34,Project Manager,The Art Institute of Chicago,"Chicago, IL 60603 (The Loop area)",,"Strong supervision and management skills, with demonstrated ability to manage multiple in-house and external professional, technical, and administrative support…"
335,35,Experienced Senior Tech Artist,Light & Wonder,"Chicago, IL+1 location",,Mentoring of more junior technical artists on the team.Provide artists with technical feedback to ensure the creation of optimized assets.
336,36,"LN Concerts, Senior Analyst",Live Nation,"Chicago, IL 60601 (The Loop area)",,"Ability to communicate technical and financial information to non-technical operational teams.Reporting to the Director of Venue Analytics, this position plays…"
337,37,"LN Concerts, Venue IT Administrator",Live Nation,"Chicago, IL 60601 (The Loop area)",,Provide onsite assistance to tour production by helping to establish artist Internet connectivity or otherwise fulfill the terms of artist/tour IT riders prior…
338,38,Professional Services Sales Account Executive,Adobe,"Chicago, IL 60610 (Goose Island area)",,Works closely with SA on all technical components of SoW to ensure comprehensive and will achieve successful customer outcomes.
339,39,"Executive Director, Media & Instructional Resources",The Art Institute of Chicago,"Chicago, IL 60603 (The Loop area)",,"Knowledge and proficiency with technology concepts, plus the ability to communicate technical and systematic concepts to audiences of varying degrees of…"
340,40,Sales Strategy Analyst,Block,"Chicago, IL",,"BA/BS required (major in analytical or technical field).So we expanded into software and started building integrated, omnichannel solutions – to help sellers…"
341,41,Instructional Specialist - Makerspace Facilities (Fashion),Columbia College Chicago,"Chicago, IL 60605 (South Loop area)",,Knowledge of appropriate diagnostic tools to solve technical and equipment issues.Contribute technical expertise and support equipment in other SFPA facilities…
342,42,Engineering Manager,"IZEA Worldwide, Inc","Remote in Chicago, IL",,Raise the bar for technical excellence and people management practices.Able to seamlessly switch from diving deep into technical details with your team to…
343,43,Transit Planner,HDR,"Chicago, IL",,"The candidate would be expected to mentor younger staff in all technical aspects of transit planning deliverable production, including coordination and…"
344,44,National Specifications Manager,HDR,"Chicago, IL",,"Provide sound technical counsel for design teams and the National Help Desk.Communicate technical information effectively in a clear, concise, correct, and…"
345,45,Valentino - - Beauty Advisor - FT,L'Oreal LUXE,"Chicago, IL",,"While experience in makeup artistry/previous retail makeup experience is preferred, we welcome applicants without professional level experience who demonstrate…"
346,46,Instructional Specialist- Digital,Columbia College Chicago,"Chicago, IL 60605 (South Loop area)",,Contribute technical expertise and support equipment in other SFPA facilities as appropriate.Strong technical knowledge of professional media production…
347,47,Art Director,DDB,"Chicago, IL 60601 (The Loop area)",,"The art director and the copywriter then join forces with a producer, who handles the budget and the technical details."
348,48,Professional Services Sales Account Executive,Adobe,"Chicago, IL 60610 (Goose Island area)",,Works closely with SA on all technical components of SoW to ensure comprehensive and will achieve successful customer outcomes.
349,49,Sales Associate - Cosmetics Company Store - 20 hours - Genev...,The Estée Lauder Companies,"Chicago, IL+1 location",,"As one of our highly skilled make-up artists you will combine your creative and technical expertise and passion for people to provide a welcoming, inspirational…"
350,50,"Lead Machine Learning Engineer, Fraud Risk",Block,"Chicago, IL",,Drive technical ML strategy across the Fraud vertical within Square Risk.The ability to clearly communicate (verbal and written) complex results to technical…
351,51,"Assistant Professor of Instruction, IAM - Game Design",Columbia College Chicago,"Chicago, IL 60605 (South Loop area)+1 location",,"Candidates will demonstrate technical and critical expertise in game design, matched by a vibrant, complementary practice that directly contributes to the…"
352,52,Senior Project Architect,HDR,"Chicago, IL",,"Perform QA/QC and technical reviews.In the role of Senior Project Architect, we'll count on you to:Independently coordinate work of a multidiscipline team…"
353,53,"Executive Director, Media & Instructional Resources",The Art Institute of Chicago,"Chicago, IL 60603 (The Loop area)",,"Knowledge and proficiency with technology concepts, plus the ability to communicate technical and systematic concepts to audiences of varying degrees of…"
354,54,"newSenior Presentation Specialist, Graphic Design Hybrid",Abbvie,"Hybrid remote in Lake County, IL",,"Collaborate with creative managers, writers, and account managers as well as motion artists and editors to complete presentations."
355,55,Human Resources Coordinator,Northlight Theatre,"Skokie, IL 60077",,"High energy, collaborative environment with close involvement with the art and artists.The successful candidate should be well organized, have excellent…"
356,56,"Assistant Professor of Instruction, COMM - Branded Entertain...",Columbia College Chicago,"Chicago, IL 60605 (South Loop area)+1 location",,"In particular, candidates will demonstrate technical and critical expertise in branded entertainment and branded content development, matched by a vibrant,…"
357,57,"newSenior Analyst, Intelligent Automation",Block,"Chicago, IL",,"Drive the technical architecture, develop system requirements, identify resources, and estimate timelines for project completion."
358,58,newPrincipal Experience Designer - WOZ Slots,Zynga,"Temporarily Remote in Chicago, IL",,Understanding of considerations for creating user interfaces for game engines (Unity or Unreal) to effectively collaborate with technical artists and engineers.
359,59,Sales Strategy Analyst,Block,"Chicago, IL",,"BA/BS required (major in analytical or technical field).So we expanded into software and started building integrated, omnichannel solutions – to help sellers…"
360,60,Software Engineer - Enterprise Engineering,Block,"Chicago, IL",,"As a member of this team, you will be responsible for the creation of technical requirements and implementation of new systems."
361,61,National Specifications Manager,HDR,"Chicago, IL",,"Provide sound technical counsel for design teams and the National Help Desk.Communicate technical information effectively in a clear, concise, correct, and…"
362,62,Lighting Engineer,Live Nation,"Chicago, IL 60601 (The Loop area)",,Focus and lighting adjustments to artist or event specifications.Assist with the technical advance with Artists representatives.
363,63,Civic Principal,HDR,"Chicago, IL",,"Provides client oversight throughout project execution, including conformance to client expectations for technical/quality, financial and schedule performance."
364,64,Regional Digital Delivery Leader,HDR,"Chicago, IL",,Provide Tier 2 & Tier 3 digital tools support for regional users (in-depth technical & expert product support).Degree in Architecture or closely related field.
365,65,Sr. Solutions Consultant,Adobe,"Chicago, IL 60610 (Goose Island area)",,"Support new business technical qualification to prioritize opportunities.Five years in a technical pre-sales, consulting or in Banking, Insurance, Payments or…"
366,66,Product Manager,"IZEA Worldwide, Inc","Remote in Chicago, IL",,"As a Product Manager, you will help define and prioritize customer needs, distill those needs into actionable work, get buy-in for your initiatives, set KPIs…"
367,67,newMechanical EIT/Designer,HDR,"Rosemont, IL",,Give direction to clerical and technical personnel as needed.The Primary focus will be a Mechanical EIT/Designer executing Oil and Gas Pipeline / Facility…
368,68,Project Accountant 2,HDR,"Chicago, IL",,Coordinate the project accounting system within the department and work with technical staff to ensure compliance with contractual requirements.
369,69,Event Producer,BCD Meetings & Events,"Chicago, IL 60610 (Near North Side area)",,"Partnering with internal content producers, motion graphic artists, technical directors, and other members of the team.This is a full-time, salaried position."
370,70,Engineering Manager,"IZEA Worldwide, Inc","Remote in Chicago, IL",,Raise the bar for technical excellence and people management practices.Able to seamlessly switch from diving deep into technical details with your team to…
371,71,Senior Data Analytics & Automation Specialist,Abbott Laboratories,"Abbott Park, IL",,"Building advanced technical analytics skill in predictive modeling and machine learning.As a Data and Automation Specialist, you will play an integral role in…"
372,72,Software Engineering Manager - Global Risk,Block,"Chicago, IL",,"Work with many teams and departments across Square to make technical, design, strategy and product decisions.Javascript, Ember and other web-app frameworks."
373,73,newFACILITIES MANAGEMENT PROPOSAL WRITER,Compass Group USA,"Chicago, IL 60608+1 location",,Owns technical and creative writing content; reviewing/interpreting proposal opportunities.Collaborating with proposal pricing staff to ensure technical and…
374,74,Experienced Senior Tech Artist,Light & Wonder,"Chicago, IL+1 location",,Mentoring of more junior technical artists on the team.Provide artists with technical feedback to ensure the creation of optimized assets.
375,75,Project Accountant 2,HDR,"Chicago, IL",,Coordinate the project accounting system within the department and work with technical staff to ensure compliance with contractual requirements.
376,76,Senior Project Manager - Delivery,Adobe,"Chicago, IL 60610 (Goose Island area)",,"Proven ability to understand the impact of technical changes, and, to articulate high level technical solutions to address business problems."
377,77,Civic Principal,HDR,"Chicago, IL",,"Provides client oversight throughout project execution, including conformance to client expectations for technical/quality, financial and schedule performance."
378,78,Senior Project Architect,HDR,"Chicago, IL",,"Perform QA/QC and technical reviews.In the role of Senior Project Architect, we'll count on you to:Independently coordinate work of a multidiscipline team…"
379,79,Senior Commissioning Agent,HDR,"Rosemont, IL",,"Detailed technical knowledge of mechanical and electrical building services systems.Will have one or more specific, relevant, technical expertise."
380,80,"newAssociate Director, Consumer CRM",Abbvie,"Lake County, IL",,Outstanding communicator and comfortable interacting with a diverse group of technical and non-technical people.Exposure to Agile development a must.
381,81,Audio Engineer,Live Nation,"Chicago, IL 60601 (The Loop area)",,Assist the Production Manager with the technical advance with Artists representatives.Performs the Load-in & Out of band equipment and rental equipment.
382,82,Practice Area Offer Manager- Marketing Offer,Boston Consulting Group,"Chicago, IL",,"We are made up of executive and administrative (or case team) assistants, visual service artists, receptionists, facilities staff, and the team leaders and…"
383,83,Substation Designer II,HDR,"Rosemont, IL",,"Associates or technical school degree or combination of education and relevant experience.Work independently to perform substation design tasks, CADD design,…"
384,84,Senior Experience Designer - Match 3,Zynga,"Temporarily Remote in Chicago, IL",,"Partner with technical artists and engineers to implement user interface game assets in the game engine.Proficient written and verbal communication skills,…"
385,85,Substation Electrical EIT/Coordinator,HDR,"Rosemont, IL",,The successful candidate will be an integral part of a team that executes technical design on substation engineering projects ranging in scale from simple…
386,86,newSubstation Project Manager,HDR,"Rosemont, IL",,"Performs client management, project management and/or technical support activities.The primary duties of a Substation Project Manager include executing and…"
387,87,Construction Engineer 1,HDR,"Rosemont, IL",,"2+ years of construction experience and some college or technical school training is preferred.In the role of Construction Engineer 1, we'll count on you to:"
388,88,Lighting Engineer,Live Nation,"Chicago, IL 60601 (The Loop area)",,Focus and lighting adjustments to artist or event specifications.Assist with the technical advance with Artists representatives.
389,89,Interior Design Coordinator,HDR,"Chicago, IL+1 location",,The Interior Design Coordinator must demonstrate solid design thinking and strong knowledge of design fundamentals as expressed by their portfolio.
390,90,Patron Sales Assistant,Elgin Community College,"Elgin, IL 60123",,Of audiences with varying levels of technical understanding.Problem-solve all patron seating issues; troubleshoot rental client and artists’ management…
391,91,Project Architect,HDR,"Chicago, IL",,"Perform QA/QC and technical reviews.In the role of Project Architect, we'll count on you to:Independently coordinate work of a multidiscipline team through…"
392,92,Commissioning Agent,HDR,"Rosemont, IL",,"Detailed technical knowledge of mechanical and electrical building services systems.Will have one or more specific, relevant, technical expertise."
393,93,"newDirector of Finance - Westminster, MD",GovHR USA,"Northbrook, IL 60062",,"Be an ethical and experienced professional with strong technical and accounting skills.Director of Finance, Westminster MD (pop. 19,457)."
394,94,newFreelance CGI Artist,Hogarth Worldwide,"Remote in Chicago, IL",,"Proactively develop your own technical skills and understanding, to contribute towards the overall efficiency and innovation of the CGI Studio."
395,95,Concept Artist,High Voltage Software,"Hoffman Estates, IL 60169",,"A mind for technical function and aesthetic pursuit with an ability to balance creativity with function.Ability to prototype in 3D, work directly with the 3D…"
396,96,Production Artist,EA Collective,"Chicago, IL 60610 (Near North Side area)",,"The role requires a keen eye for design layouts/aesthetic and technical print production.The artist must possess the ability to format existing artwork, follow…"
397,97,Resource Teacher - Full/Part Time - Bernice E. Lavin,Bright Horizons Family Solutions,"Chicago, IL 60611 (Near North Side area)+3 locations",,"Spend the morning caring for infants, lunchtime with the toddlers, and the afternoon with a group of preschool artists completing their masterpieces."
398,98,Live Music Promoter (CityRep),youbloom,"Temporarily Remote in Chicago, IL",,*Recruitment and programming of artists/bands (including drawing on artists in the youbloom data base)*.Youbloom took off in 2009 as a weekly song contest.
399,99,Junior Compositor,The Mill,"Chicago, IL",,"Must be confident and ability to develop ideas, provide solutions to complex technical and creative issues.Combining the technical and creative aspects of the…"
400,100,Production Manager,Goodman Theatre,"Chicago, IL 60601 (Loop area)",,"Attend and participate in all technical rehearsals and attend previews to coordinate daily goals, set priorities, and ensure a safe, effective, and efficient…"
401,101,Prepress Production Artist,NGS Printing,"Elgin, IL 60123",,The Prepress Production Artist is required to have knowledge of Adobe Creative Suite in a pre-press environment.Pre-flight digitally supplied artwork files.
402,102,newTechnical Producer *Contract,EA Collective,"Chicago, IL 60610 (Near North Side area)+1 location",,Manage technical budgets with integrity and transparency at all times.Lead client and team communication with oversight of all technical project deadlines and…
403,103,Senior Technical Artist,Level Ex,"Remote in Chicago, IL",,Identify ways to make 3D and 2D artists more effective and efficient.Define technical art creation and format standards across our products and pipelines.
404,104,2D Lead Flame Artist,The Mill,"Chicago, IL",,Working closely with other VFX artists and departments to deliver the highest quality work.We are looking for a skilled on-the-box Artist who can lead projects…
405,105,Co-Instructor,Intonation Music Workshop,"Chicago, IL",,Instructors take part in an annual reflection and goal setting process around their development as artists and educators.
406,106,Color Assistant,The Mill,"Chicago, IL",,The Colorists and Assistant Colorists must develop a highly developed sense of color imagery coupled with a strong creative and aesthetic sensibility and an in…
407,107,Technical Game Designer,High Voltage Software,"Hoffman Estates, IL 60169",,"A strong, innate sense of design willing to proactively identify design and technical issues and willing to tackle or get help when appropriate."
408,108,Nuke Artist,Framestore,"Chicago, IL",,Balancing the creative and technical aspects of each shot.The Nuke Artist must have a blend of technical and creative skill on the box as well as an ability to…
409,109,AV Operator - The Dalcy,Aba - Chicago & The Dalcy,"Chicago, IL 60607 (Near West Side area)+1 location",,"Advance, setup and operate AV for special events and parties as needed; provide technical assistance and supervision during artist changeovers."
410,110,newProduction Assistant - Seasonal,Ravinia,"Highland Park, IL 60035",,"There are no technical/on-stage aspects to this position.Ravinia, North America's longest-running music festival, is seeking a team of Production Assistants to…"
411,111,.NET Developer,Blick Art Materials,"Highland Park, IL 60035",,We are looking to hire an experienced .NET developer is expected to develop and maintain the back-end APIs for the checkout and payments area of our e-commerce…
412,112,"Executive Producer, Live Action",ThePub,"Hybrid remote in Chicago, IL 60654",,"Deep technical understanding of the video and integrated content production space.Participates in RFP building by providing production and technical expertise,…"
413,113,AP Drawing and Painting Instructor,The Chicago High School for the Arts,"Chicago, IL 60622 (Humboldt Park area)",,"The Chicago High School for the Arts (ChiArts ®) develops the next generation of artistically gifted, diverse scholar artists through intensive pre-professional…"
414,114,Administrative Support,Novolex,"Chicago, IL",,Needs technical skills and ERP systems knowledge.Create packet (Digital file for artists) and Hard Copy (for production teams).
415,115,IT Manager - DevOps and Web Operations,Blick Art Materials,"Highland Park, IL 60035",,"In addition, you will be responsible for managing KPI metrics, technical quality, and providing data to stakeholders.At least 3 years of management experience."
416,116,newFacilities Technician - Chicago,Color Factory,"Chicago, IL 60606 (Loop area)",,"Perform inspections of the venue on a daily basis, conducting any general maintenance needed such as: carpentry, painting, and technical repairs."
417,117,Full Time Design Center & Custom Framing Sales Associate,Blick Art Materials,"Chicago, IL 60642 (Goose Island area)+1 location",,"The Design Center Associate is responsible for driving revenue by providing excellent customer service, knowledge of Fine Art Printing, Archival Framing and an…"
418,118,Scheduler,The Mill,"Chicago, IL",,"Their role also involves artist development, but ensuring that key creative talent is nurtured internally through project allocation and team selection."
419,119,Facilities Technician,Goodman Theatre,"Chicago, IL 60601 (Loop area)",,"Ability to read and interpret construction documents, general periodicals, professional journals, technical procedures, or governmental regulations."
420,120,Senior Technical Artist,Level Ex,"Remote in Chicago, IL",,Identify ways to make 3D and 2D artists more effective and efficient.Define technical art creation and format standards across our products and pipelines.
421,121,Technical Game Designer,High Voltage Software,"Hoffman Estates, IL 60169",,"A strong, innate sense of design willing to proactively identify design and technical issues and willing to tackle or get help when appropriate."
422,122,Director of Food & Beverage| SeatGeek Stadium,Spectra,"Bridgeview, IL 60455",,Well skilled in all technical and sanitary aspects of food preparation and presentation.The Director of Food & Beverage is responsible for overseeing the…
423,123,FX Artist,High Voltage Software,"Hoffman Estates, IL 60169+1 location",,A successful candidate should have a strong sense of dramatic effects and an understanding of how to recreate them in a real time particle editor.
424,124,AP Drawing and Painting Instructor,The Chicago High School for the Arts,"Chicago, IL 60622 (Humboldt Park area)",,"The Chicago High School for the Arts (ChiArts ®) develops the next generation of artistically gifted, diverse scholar artists through intensive pre-professional…"
425,125,Pottery Instructor,thrown elements pottery,"Arlington Heights, IL 60004",,"Must have previous clay experience and related technical skills.For all positions, sales experience is a must.Assisting in day-to-day studio operations."
426,126,Systems Engineer,Technicolor Creative Studios,"Chicago, IL",,Provide technical support for VFX Artists.Routine maintenance of artist workstations and monitor calibration.
427,127,Administrative Support,Novolex,"Chicago, IL",,Needs technical skills and ERP systems knowledge.Create packet (Digital file for artists) and Hard Copy (for production teams).
428,128,Production Management Associate,Aurora Civic Center Authority,"Aurora, IL 60505",,O Provide direct support to Presented Productions Coordinator and other production management personnel for presented productions (i.e. touring artists such as…
429,129,Facilities Technician,Goodman Theatre,"Chicago, IL 60601 (Loop area)",,"Ability to read and interpret construction documents, general periodicals, professional journals, technical procedures, or governmental regulations."
430,130,Sandwich Artist/Crew Member,Mariano's,"Vernon Hills, IL",,Responsible for demonstrating a love of food and passion for people that includes incredible Customer Service and performance excellence through department…
431,131,Area Coach/Hairstylist Educator,Sport Clips - Support Center,"Naperville, IL 60540+5 locations",,Comfortable and experienced with scheduling and facilitating technical (hair cutting) and operational training to various audiences in accordance with Sport…
432,132,IT Specialist (Field and Desktop),AXS,"Chicago, IL",,"Read technical manuals, confer with users, and conduct computer diagnostics to investigate and resolve problems and to provide technical assistance and support."
433,133,newSenior Manager - Analytics,Learning Resources,"Vernon Hills, IL 60061",,They will be responsible for developing a clear and well-structured approach to analytics & testing and contribute to building a culture of data-driven decision…
434,134,Recruiting Manager,The Coda Collection,"Remote in Chicago, IL",,At least 5 years of full cycle technical recruiting experience.The Recruiting Manager will oversee and lead our company’s hiring.
435,135,Software Engineer - Generalist,Level Ex,"Remote in Chicago, IL+1 location",,"Work closely with other engineers, designers, artists, and production to identify technical risks and implement solutions.Experience in Unreal Engine 4."
436,136,Aquaman Irrigation Crew Member + Project Manager,Dan the Aquaman,"Chicago, IL 60618 (North Center area)",,"Ability to quickly learn technical aspects of our irrigation systems to install, maintain and troubleshoot issues;Job Types: Full-time, Part-time, Contract."
437,137,Recruiting Manager,The Coda Collection,"Remote in Chicago, IL",,At least 5 years of full cycle technical recruiting experience.The Recruiting Manager will oversee and lead our company’s hiring.
438,138,IT Specialist (Field and Desktop),AXS,"Chicago, IL",,"Read technical manuals, confer with users, and conduct computer diagnostics to investigate and resolve problems and to provide technical assistance and support."
439,139,Area Coach/Hairstylist Educator,Sport Clips - Support Center,"Naperville, IL 60540+5 locations",,Comfortable and experienced with scheduling and facilitating technical (hair cutting) and operational training to various audiences in accordance with Sport…
440,140,Motion Graphics Artist,"Creative Dynamics Studio, Inc.","Elmhurst, IL 60126",,"This position requires exquisite design skills, a keen sense of contemporary visual style and robust technical proficiency in After Effects."
441,141,Senior Backend Engineer (Golang Focused),Recruiting From Scratch,"Remote in Cicero, IL+2 locations",,"Is able to unblock individuals when they are faced with technical challenges.Quickly gains proficiency when exposed to unfamiliar technical patterns, systems,…"
442,142,DIGITAL MARKETING SPECIALIST,Smalley Steel Ring Company,"Lake Zurich, IL 60047",,Partners with external facing teams to develop and implement best practices related to promoting Smalley.Collaborates with overall Marketing Team on shared…
443,143,Pottery Instructor,thrown elements pottery,"Arlington Heights, IL 60004",,"Must have previous clay experience and related technical skills.For all positions, sales experience is a must.Assisting in day-to-day studio operations."
444,144,Senior React Native Engineer,Recruiting From Scratch,"Remote in Chicago, IL 60601+7 locations",,"Collaborate with a small, tight-knit team to develop a scalable backend infrastructure.Create a real-time, interactive mobile music experience with video…"
445,145,Child Care Floater Teacher - Rosemont,Bright Horizons Family Solutions,"Rosemont, IL 60018+8 locations",,"Spend the morning caring for infants, lunchtime with the toddlers, and the afternoon with a group of preschool artists completing their masterpieces."
446,146,Lead Instructor,Intonation Music Workshop,"Chicago, IL",,Instructors take part in an annual reflection and goal setting process around their development as artists and educators.
447,147,Proposal Manager,APTIM Corp.,"Chicago, IL 60610 (Near North Side area)",,"Facilitate development of compelling solutions with technical and program staff.This includes close interaction with capture managers, program and project…"
448,148,iOS Audio/Video Engineer at Interactive Music App,Recruiting From Scratch,"Remote in Cicero, IL+2 locations",,"Collaborate with a small, tight knit team to develop a modern consumer mobile app.Create a realtime, interactive mobile music experience with video streaming,…"
449,149,Human Resources Manager - Northlight Theatre,NextGroup,"Skokie, IL",,"The successful candidate should be well organized, have excellent analytical, communication, and technical skills.Administers 401K, FSA, & HRA Plans."
450,0,newLighting and Compositing Artist (Kamp Koral),Nickelodeon Animation,"Burbank, CA 91502+1 location",,Having a CG generalist and digital problem-solving skillset is a big plus.Illustration and digital painting skills are a great addition.
451,1,Stereoscopic Final Color Artist,Walt Disney Animation Studios,"Burbank, CA",,Work directly with Stereo Supervisor and peers to create immersive and comfortable 3D images in support of the story.Knowledge of rendering and compositing.
452,2,newAssociate Artist,Activision,"Santa Monica, CA+7 locations",,"0 - 2 years of relevant industry experience · Proficient with industry standard design tools (e.g. Photoshop, Illustrator, InDesign) · Problem-solving skills…"
453,3,Technical Artist,Snapchat,"Los Angeles, CA 90291 (Venice area)+1 location",,Develop tools and workflows to increase artist productivity.Collaborate with rendering engineers and designers to implement new graphics features and create…
454,4,"newArtist, Game Capture",Blizzard Entertainment,"Santa Monica, CA 90405+1 location",,"Strong technical and troubleshooting skills.Troubleshoot technical issues, including builds, PC workstations, dev kits etc."
455,5,Shading Technical Artist,Singularity 6,"Los Angeles, CA 90064 (Sawtelle area)+2 locations",,Collaborate with engineers and other technical artists to develop a full shading pipeline for various cosmetic items.Experience with Unreal Editor 4.
456,6,Previs Artist,Pure Imagination Studios,"Van Nuys, CA+2 locations",,Strong artistic and technical skills.Previs is a key component of the creative visual storytelling process.Previs Artists will receive storyboard animatics of…
457,7,3D Environment Artist,Singularity 6,"Los Angeles, CA 90064 (Sawtelle area)+1 location",,"Create environments from whitebox to final shipping quality.Worldbuild a variety of areas within the game with an eye for aesthetics, narrative, and the…"
458,8,Project Based Digital Artist,Madison Square Garden Entertainment,"Burbank, CA 91523+1 location",,Ideal candidates are highly adaptable digital artists with very strong technical and design problem solving skills.
459,9,Look Development Artist,Walt Disney Animation Studios,"Burbank, CA+3 locations",,Strong technical skills toward achieving an art-directable aesthetic.Work closely with asset supervisors and production designers to develop the look of the…
460,10,DreamWorks TV - Animation Artist,NBCUniversal,"Glendale, CA+4 locations",,"Solid technical understanding of models and rigs.At DreamWorks Animation Television, our Animation Artists provide noted direction for our Partner Studio(s) to…"
461,11,3D Artist - Bitmoji,Snapchat,"Los Angeles, CA 90291 (Venice area)",,"Work closely with concept and design artists, character riggers, animators, and other 3D artists.Help to collaborate and problem solve any technical…"
462,12,Senior Production Artist,City National Bank,"Los Angeles, CA",,"Other technical duties can include scaling, cropping, retouching, repositioning and preflighting of multichannel assets to support client journeys and campaigns…"
